isotype,lat,long,geo
QG978,9.1491,-79.856143,Central America
QG980,9.1491,-79.856143,Central America
QG986,9.147419,-79.85312,Central America
QG991,9.16163,-79.83895,Central America
QG994,9.154377,-79.833165,Central America
QG995,9.158893,-79.835315,Central America
QG997,9.160461,-79.822633,Central America
QG998,9.170573,-79.84316,Central America
QR25,45.545448,-73.639076,cosmopolitan
QX1410,13.821844,-61.049778,Caribbean
QX1547,35.931125,-84.931125,North America
QX1795,20.9818,-156.5463,Hawaii
QX1796,20.8795,-156.1965,Hawaii
ZZY405,22.875,114.0625,Asia
QX1798,20.8742,-156.1856,Hawaii
QX1800,20.8715,-156.1694,Hawaii
QX1801,20.8189,-156.0904,Hawaii
QX1802,20.6299,-156.3948,Hawaii
QX1803,20.72027,-156.44406,Hawaii
QX1804,20.7894,-156.0043,Hawaii
SOW18,39.960663,-75.605492,North America
SOW21,41.41123603,-78.70870679,North America
SOW22,40.006496,-75.703278,North America
TT3408,18.9082,72.8057,Asia
TT3411,18.90627,72.80395,Asia
TWN1772,24.69641667,121.4180556,Taiwan
TWN1824,24.69027778,121.4055556,Taiwan
TWN1899,25.16666667,121.5166667,Taiwan
TWN1907,24.85,121.55,Taiwan
TWN2919,24.17394444,121.6172222,Taiwan
TWN3077,25.19,121.7833333,Taiwan
UH1,19.6,-155.05,Hawaii
VSL2201,12.3807,75.8947,Asia
VSL2207,12.42865,75.7624,Asia
VSL2209,12.3692,75.9012,Asia
VSL2210,12.36923,75.90115,Asia
VSL2212,12.3829,75.9013,Asia
VSL2213,12.383,75.903,Asia
VSL2215,12.3799,75.8974,Asia
VSL2216,NA,NA,Asia
VSL2217,NA,NA,Asia
VX34,31.750834,113.98333,Asia
XZ1204,-23.571,-46.647,South America
XZ1205,-23.852,-46.4172,South America
XZ1206,-23.852,-46.4172,South America
XZ1207,-23.892,-46.3326,South America
XZ1210,-23.571,-46.647,South America
XZ1212,-23.571,-46.647,South America
XZ1213,-23.571,-46.647,South America
XZ1731,-22.9382,-46.5466,South America
XZ1732,-23.5707,-46.64471,South America
ZZY0992,22.42381115,114.1793101,Asia
ZZY1034,22.38478428,113.9664658,Asia
ZZY1075,22.78977726,114.739768,Asia
ZZY1123,22.42629881,114.1811105,Asia
ZZY1130,22.366493,114.260543,Asia
