strain1,strain2,geo_distance,isotype
QG2647,QG2623,0.478183137843043,QG2665
QG2665,QG2623,0.478183137843043,QG2665
QG2666,QG2623,0.478183137843043,QG2665
QG2689,QG2623,0.478183137843043,QG2665
QG2647,QG2624,0.478183137843043,QG2665
QG2665,QG2624,0.478183137843043,QG2665
QG2666,QG2624,0.478183137843043,QG2665
QG2689,QG2624,0.478183137843043,QG2665
QG2647,QG2630,0.478183137843043,QG2665
QG2665,QG2630,0.478183137843043,QG2665
QG2666,QG2630,0.478183137843043,QG2665
QG2689,QG2630,0.478183137843043,QG2665
QG2647,QG2631,0.478183137843043,QG2665
QG2665,QG2631,0.478183137843043,QG2665
QG2666,QG2631,0.478183137843043,QG2665
QG2689,QG2631,0.478183137843043,QG2665
QG2752,QG2690,0.478181420266042,QG2665
QG2752,QG2692,0.478181420266042,QG2665
QG2647,QG2752,0.478181420266042,QG2665
QG2665,QG2752,0.478181420266042,QG2665
QG2666,QG2752,0.478181420266042,QG2665
QG2689,QG2752,0.478181420266042,QG2665
QG870,QG2671,0.477623531714872,QG739
QG870,QG2693,0.477620256828838,QG739
QG832,QG2684,0.477620256828838,QG784
QG832,QG2685,0.477620256828838,QG784
NIC1261,JU1828,0.476752702846595,NIC67
QG932,QG854,0.473970952037317,QG1126
NIC302,NIC2358,0.469034727752657,NIC419
NIC373,NIC2358,0.469034727752657,NIC419
NIC302,NIC2359,0.469034727752657,NIC419
NIC373,NIC2359,0.469034727752657,NIC419
NIC973,NIC367,0.464627283396528,NIC67
NIC292,NIC2358,0.462847218431554,NIC419
NIC292,NIC2359,0.462847218431554,NIC419
ECA3633,ECA1182,0.462636559342994,ECA1559
ECA3681,ECA1182,0.462636559342994,ECA1559
ECA3629,ECA1182,0.460744613431981,ECA1559
ECA3675,ECA1182,0.460744613431981,ECA1559
ECA3639,ECA1182,0.460475125502964,ECA1559
ECA3642,ECA1182,0.460475125502964,ECA1559
ECA3657,ECA1182,0.460475125502964,ECA1559
JU1260,JU3784,0.460344467178147,NIC174
ECA3111,ECA1182,0.459854821425531,ECA1559
QG739,QG2671,0.453091089491774,QG739
QG872,QG2671,0.453091089491774,QG739
QG739,QG2693,0.453087821227102,QG739
QG872,QG2693,0.453087821227102,QG739
QG822,QG723,0.451423092976513,QG2665
QG822,QG724,0.451423092976513,QG2665
QG993,QG822,0.451423092976513,QG2665
QG744,QG3012,0.445002942538275,QG1126
QG745,QG3012,0.445002942538275,QG1126
QG746,QG3012,0.445002942538275,QG1126
QG876,QG3012,0.445002942538275,QG1126
QG925,QG924,0.438929341768918,QG998
QG931,QG924,0.438929341768918,QG998
NIC358,JU1834,0.434279594364772,NIC67
ECA3083,ECA1166,0.431019239486427,ECA1559
ECA3084,ECA1166,0.431019239486427,ECA1559
ECA3093,ECA1166,0.431019239486427,ECA1559
ECA3083,ECA1167,0.431019239486427,ECA1559
ECA3084,ECA1167,0.431019239486427,ECA1559
ECA3093,ECA1167,0.431019239486427,ECA1559
ECA3083,ECA1168,0.431019239486427,ECA1559
ECA3084,ECA1168,0.431019239486427,ECA1559
ECA3093,ECA1168,0.431019239486427,ECA1559
ECA3083,ECA1169,0.431019239486427,ECA1559
ECA3084,ECA1169,0.431019239486427,ECA1559
ECA3093,ECA1169,0.431019239486427,ECA1559
NIC362,NIC23,0.428840879799087,NIC67
NIC362,NIC28,0.428840879799087,NIC67
NIC362,NIC29,0.428840879799087,NIC67
NIC362,NIC30,0.428840879799087,NIC67
NIC362,NIC32,0.428840879799087,NIC67
NIC362,NIC36,0.428840879799087,NIC67
NIC37,NIC362,0.428840879799087,NIC67
NIC38,NIC362,0.428840879799087,NIC67
NIC40,NIC362,0.428840879799087,NIC67
NIC1139,NIC1131,0.423179311550316,NIC1183
ECA2875,ECA1457,0.419795886752397,ECA1559
ECA2876,ECA1457,0.419795886752397,ECA1559
ECA2877,ECA1457,0.419795886752397,ECA1559
ECA2878,ECA1457,0.419795886752397,ECA1559
ECA2879,ECA1457,0.419795886752397,ECA1559
ECA2875,ECA1501,0.419795886752397,ECA1559
ECA2876,ECA1501,0.419795886752397,ECA1559
ECA2877,ECA1501,0.419795886752397,ECA1559
ECA2878,ECA1501,0.419795886752397,ECA1559
ECA2879,ECA1501,0.419795886752397,ECA1559
ECA2875,ECA1523,0.419795886752397,ECA1559
ECA2876,ECA1523,0.419795886752397,ECA1559
ECA2877,ECA1523,0.419795886752397,ECA1559
ECA2878,ECA1523,0.419795886752397,ECA1559
ECA2879,ECA1523,0.419795886752397,ECA1559
ECA2875,ECA1525,0.419795886752397,ECA1559
ECA2876,ECA1525,0.419795886752397,ECA1559
ECA2877,ECA1525,0.419795886752397,ECA1559
ECA2878,ECA1525,0.419795886752397,ECA1559
ECA2879,ECA1525,0.419795886752397,ECA1559
QG756,QG730,0.41778805538231,QG2648
QG764,QG730,0.41778805538231,QG2648
QG988,QG744,0.41778805538231,QG1126
QG988,QG745,0.41778805538231,QG1126
QG988,QG746,0.41778805538231,QG1126
QG988,QG876,0.41778805538231,QG1126
NIC973,NIC998,0.407362024598036,NIC67
JU1834,JU1820,0.406316141395487,NIC67
NIC5,NIC162,0.405249691768166,NIC174
NIC6,NIC162,0.405249691768166,NIC174
NIC442,NIC358,0.404090208377016,NIC67
JU1834,JU1828,0.40227693635837,NIC67
ECA1457,ECA1455,0.401062697029438,ECA1559
ECA1501,ECA1455,0.401062697029438,ECA1559
ECA1523,ECA1455,0.401062697029438,ECA1559
ECA1525,ECA1455,0.401062697029438,ECA1559
ECA1497,ECA1457,0.401062697029438,ECA1559
ECA1501,ECA1497,0.401062697029438,ECA1559
ECA1523,ECA1497,0.401062697029438,ECA1559
ECA1525,ECA1497,0.401062697029438,ECA1559
JU1834,JU1822,0.400939050271508,NIC67
QG2967,QG3044,0.400479459515688,QG1126
QG2968,QG3044,0.400479459515688,QG1126
QG3043,QG2967,0.400479459515688,QG1126
QG3045,QG2967,0.400479459515688,QG1126
QG3046,QG2967,0.400479459515688,QG1126
QG3043,QG2968,0.400479459515688,QG1126
QG3045,QG2968,0.400479459515688,QG1126
QG3046,QG2968,0.400479459515688,QG1126
NIC362,NIC1261,0.398419439629188,NIC67
NIC1261,JU1822,0.39822866773063,NIC67
QG988,QG3012,0.395283467072217,QG1126
NIC100,JU1834,0.391874442984029,NIC67
NIC101,JU1834,0.391874442984029,NIC67
NIC103,JU1834,0.391874442984029,NIC67
NIC106,JU1834,0.391874442984029,NIC67
NIC108,JU1834,0.391874442984029,NIC67
NIC109,JU1834,0.391874442984029,NIC67
NIC89,JU1834,0.391874442984029,NIC67
NIC93,JU1834,0.391874442984029,NIC67
NIC95,JU1834,0.391874442984029,NIC67
NIC97,JU1834,0.391874442984029,NIC67
NIC98,JU1834,0.391874442984029,NIC67
JU1834,JU1827,0.391040681789166,NIC67
JU1829,NIC23,0.387648578930434,NIC67
NIC28,JU1829,0.387648578930434,NIC67
NIC29,JU1829,0.387648578930434,NIC67
NIC30,JU1829,0.387648578930434,NIC67
NIC32,JU1829,0.387648578930434,NIC67
NIC36,JU1829,0.387648578930434,NIC67
NIC37,JU1829,0.387648578930434,NIC67
NIC38,JU1829,0.387648578930434,NIC67
NIC40,JU1829,0.387648578930434,NIC67
NIC377,NIC317,0.384143416250208,NIC67
NIC399,NIC317,0.384143416250208,NIC67
QG2741,QG2737,0.383224735498302,QG888
QG2742,QG2737,0.383224735498302,QG888
QG2741,QG2738,0.383224735498302,QG888
QG2742,QG2738,0.383224735498302,QG888
QG2741,QG2739,0.383224735498302,QG888
QG2742,QG2739,0.383224735498302,QG888
QG2741,QG2740,0.383224735498302,QG888
QG2742,QG2740,0.383224735498302,QG888
NIC358,NIC1261,0.382419254328701,NIC67
NIC973,NIC919,0.381295032394311,NIC67
NIC153,NIC2200,0.379854832105568,NIC174
NIC154,NIC2200,0.379854832105568,NIC174
NIC442,JU1820,0.377353453620139,NIC67
JU1830,NIC23,0.375301065200288,NIC67
NIC28,JU1830,0.375301065200288,NIC67
NIC29,JU1830,0.375301065200288,NIC67
NIC30,JU1830,0.375301065200288,NIC67
NIC32,JU1830,0.375301065200288,NIC67
NIC36,JU1830,0.375301065200288,NIC67
NIC37,JU1830,0.375301065200288,NIC67
NIC38,JU1830,0.375301065200288,NIC67
NIC40,JU1830,0.375301065200288,NIC67
NIC23,NIC18,0.375216709592132,NIC67
NIC28,NIC18,0.375216709592132,NIC67
NIC29,NIC18,0.375216709592132,NIC67
NIC30,NIC18,0.375216709592132,NIC67
NIC32,NIC18,0.375216709592132,NIC67
NIC36,NIC18,0.375216709592132,NIC67
NIC37,NIC18,0.375216709592132,NIC67
NIC38,NIC18,0.375216709592132,NIC67
NIC40,NIC18,0.375216709592132,NIC67
NIC72,NIC23,0.375216709592132,NIC67
NIC73,NIC23,0.375216709592132,NIC67
NIC74,NIC23,0.375216709592132,NIC67
NIC75,NIC23,0.375216709592132,NIC67
NIC76,NIC23,0.375216709592132,NIC67
NIC77,NIC23,0.375216709592132,NIC67
NIC78,NIC23,0.375216709592132,NIC67
NIC79,NIC23,0.375216709592132,NIC67
NIC80,NIC23,0.375216709592132,NIC67
NIC81,NIC23,0.375216709592132,NIC67
NIC65,NIC23,0.375216709592132,NIC67
NIC66,NIC23,0.375216709592132,NIC67
NIC67,NIC23,0.375216709592132,NIC67
NIC68,NIC23,0.375216709592132,NIC67
NIC69,NIC23,0.375216709592132,NIC67
NIC70,NIC23,0.375216709592132,NIC67
NIC71,NIC23,0.375216709592132,NIC67
NIC83,NIC23,0.375216709592132,NIC67
NIC84,NIC23,0.375216709592132,NIC67
NIC86,NIC23,0.375216709592132,NIC67
NIC87,NIC23,0.375216709592132,NIC67
NIC88,NIC23,0.375216709592132,NIC67
NIC28,NIC72,0.375216709592132,NIC67
NIC29,NIC72,0.375216709592132,NIC67
NIC30,NIC72,0.375216709592132,NIC67
NIC32,NIC72,0.375216709592132,NIC67
NIC36,NIC72,0.375216709592132,NIC67
NIC37,NIC72,0.375216709592132,NIC67
NIC38,NIC72,0.375216709592132,NIC67
NIC40,NIC72,0.375216709592132,NIC67
NIC28,NIC73,0.375216709592132,NIC67
NIC29,NIC73,0.375216709592132,NIC67
NIC30,NIC73,0.375216709592132,NIC67
NIC32,NIC73,0.375216709592132,NIC67
NIC36,NIC73,0.375216709592132,NIC67
NIC37,NIC73,0.375216709592132,NIC67
NIC38,NIC73,0.375216709592132,NIC67
NIC40,NIC73,0.375216709592132,NIC67
NIC28,NIC74,0.375216709592132,NIC67
NIC29,NIC74,0.375216709592132,NIC67
NIC30,NIC74,0.375216709592132,NIC67
NIC32,NIC74,0.375216709592132,NIC67
NIC36,NIC74,0.375216709592132,NIC67
NIC37,NIC74,0.375216709592132,NIC67
NIC38,NIC74,0.375216709592132,NIC67
NIC40,NIC74,0.375216709592132,NIC67
NIC28,NIC75,0.375216709592132,NIC67
NIC29,NIC75,0.375216709592132,NIC67
NIC30,NIC75,0.375216709592132,NIC67
NIC32,NIC75,0.375216709592132,NIC67
NIC36,NIC75,0.375216709592132,NIC67
NIC37,NIC75,0.375216709592132,NIC67
NIC38,NIC75,0.375216709592132,NIC67
NIC40,NIC75,0.375216709592132,NIC67
NIC28,NIC76,0.375216709592132,NIC67
NIC29,NIC76,0.375216709592132,NIC67
NIC30,NIC76,0.375216709592132,NIC67
NIC32,NIC76,0.375216709592132,NIC67
NIC36,NIC76,0.375216709592132,NIC67
NIC37,NIC76,0.375216709592132,NIC67
NIC38,NIC76,0.375216709592132,NIC67
NIC40,NIC76,0.375216709592132,NIC67
NIC28,NIC77,0.375216709592132,NIC67
NIC29,NIC77,0.375216709592132,NIC67
NIC30,NIC77,0.375216709592132,NIC67
NIC32,NIC77,0.375216709592132,NIC67
NIC36,NIC77,0.375216709592132,NIC67
NIC37,NIC77,0.375216709592132,NIC67
NIC38,NIC77,0.375216709592132,NIC67
NIC40,NIC77,0.375216709592132,NIC67
NIC28,NIC78,0.375216709592132,NIC67
NIC29,NIC78,0.375216709592132,NIC67
NIC30,NIC78,0.375216709592132,NIC67
NIC32,NIC78,0.375216709592132,NIC67
NIC36,NIC78,0.375216709592132,NIC67
NIC37,NIC78,0.375216709592132,NIC67
NIC38,NIC78,0.375216709592132,NIC67
NIC40,NIC78,0.375216709592132,NIC67
NIC28,NIC79,0.375216709592132,NIC67
NIC29,NIC79,0.375216709592132,NIC67
NIC30,NIC79,0.375216709592132,NIC67
NIC32,NIC79,0.375216709592132,NIC67
NIC36,NIC79,0.375216709592132,NIC67
NIC37,NIC79,0.375216709592132,NIC67
NIC38,NIC79,0.375216709592132,NIC67
NIC40,NIC79,0.375216709592132,NIC67
NIC28,NIC80,0.375216709592132,NIC67
NIC29,NIC80,0.375216709592132,NIC67
NIC30,NIC80,0.375216709592132,NIC67
NIC32,NIC80,0.375216709592132,NIC67
NIC36,NIC80,0.375216709592132,NIC67
NIC37,NIC80,0.375216709592132,NIC67
NIC38,NIC80,0.375216709592132,NIC67
NIC40,NIC80,0.375216709592132,NIC67
NIC28,NIC81,0.375216709592132,NIC67
NIC29,NIC81,0.375216709592132,NIC67
NIC30,NIC81,0.375216709592132,NIC67
NIC32,NIC81,0.375216709592132,NIC67
NIC36,NIC81,0.375216709592132,NIC67
NIC37,NIC81,0.375216709592132,NIC67
NIC38,NIC81,0.375216709592132,NIC67
NIC40,NIC81,0.375216709592132,NIC67
NIC65,NIC28,0.375216709592132,NIC67
NIC66,NIC28,0.375216709592132,NIC67
NIC67,NIC28,0.375216709592132,NIC67
NIC68,NIC28,0.375216709592132,NIC67
NIC69,NIC28,0.375216709592132,NIC67
NIC70,NIC28,0.375216709592132,NIC67
NIC71,NIC28,0.375216709592132,NIC67
NIC83,NIC28,0.375216709592132,NIC67
NIC84,NIC28,0.375216709592132,NIC67
NIC86,NIC28,0.375216709592132,NIC67
NIC87,NIC28,0.375216709592132,NIC67
NIC88,NIC28,0.375216709592132,NIC67
NIC65,NIC29,0.375216709592132,NIC67
NIC66,NIC29,0.375216709592132,NIC67
NIC67,NIC29,0.375216709592132,NIC67
NIC68,NIC29,0.375216709592132,NIC67
NIC69,NIC29,0.375216709592132,NIC67
NIC70,NIC29,0.375216709592132,NIC67
NIC71,NIC29,0.375216709592132,NIC67
NIC83,NIC29,0.375216709592132,NIC67
NIC84,NIC29,0.375216709592132,NIC67
NIC86,NIC29,0.375216709592132,NIC67
NIC87,NIC29,0.375216709592132,NIC67
NIC88,NIC29,0.375216709592132,NIC67
NIC65,NIC30,0.375216709592132,NIC67
NIC66,NIC30,0.375216709592132,NIC67
NIC67,NIC30,0.375216709592132,NIC67
NIC68,NIC30,0.375216709592132,NIC67
NIC69,NIC30,0.375216709592132,NIC67
NIC70,NIC30,0.375216709592132,NIC67
NIC71,NIC30,0.375216709592132,NIC67
NIC83,NIC30,0.375216709592132,NIC67
NIC84,NIC30,0.375216709592132,NIC67
NIC86,NIC30,0.375216709592132,NIC67
NIC87,NIC30,0.375216709592132,NIC67
NIC88,NIC30,0.375216709592132,NIC67
NIC65,NIC32,0.375216709592132,NIC67
NIC66,NIC32,0.375216709592132,NIC67
NIC67,NIC32,0.375216709592132,NIC67
NIC68,NIC32,0.375216709592132,NIC67
NIC69,NIC32,0.375216709592132,NIC67
NIC70,NIC32,0.375216709592132,NIC67
NIC71,NIC32,0.375216709592132,NIC67
NIC83,NIC32,0.375216709592132,NIC67
NIC84,NIC32,0.375216709592132,NIC67
NIC86,NIC32,0.375216709592132,NIC67
NIC87,NIC32,0.375216709592132,NIC67
NIC88,NIC32,0.375216709592132,NIC67
NIC65,NIC36,0.375216709592132,NIC67
NIC66,NIC36,0.375216709592132,NIC67
NIC67,NIC36,0.375216709592132,NIC67
NIC68,NIC36,0.375216709592132,NIC67
NIC69,NIC36,0.375216709592132,NIC67
NIC70,NIC36,0.375216709592132,NIC67
NIC71,NIC36,0.375216709592132,NIC67
NIC83,NIC36,0.375216709592132,NIC67
NIC84,NIC36,0.375216709592132,NIC67
NIC86,NIC36,0.375216709592132,NIC67
NIC87,NIC36,0.375216709592132,NIC67
NIC88,NIC36,0.375216709592132,NIC67
NIC65,NIC37,0.375216709592132,NIC67
NIC66,NIC37,0.375216709592132,NIC67
NIC67,NIC37,0.375216709592132,NIC67
NIC68,NIC37,0.375216709592132,NIC67
NIC69,NIC37,0.375216709592132,NIC67
NIC70,NIC37,0.375216709592132,NIC67
NIC71,NIC37,0.375216709592132,NIC67
NIC83,NIC37,0.375216709592132,NIC67
NIC84,NIC37,0.375216709592132,NIC67
NIC86,NIC37,0.375216709592132,NIC67
NIC87,NIC37,0.375216709592132,NIC67
NIC88,NIC37,0.375216709592132,NIC67
NIC65,NIC38,0.375216709592132,NIC67
NIC66,NIC38,0.375216709592132,NIC67
NIC67,NIC38,0.375216709592132,NIC67
NIC68,NIC38,0.375216709592132,NIC67
NIC69,NIC38,0.375216709592132,NIC67
NIC70,NIC38,0.375216709592132,NIC67
NIC71,NIC38,0.375216709592132,NIC67
NIC83,NIC38,0.375216709592132,NIC67
NIC84,NIC38,0.375216709592132,NIC67
NIC86,NIC38,0.375216709592132,NIC67
NIC87,NIC38,0.375216709592132,NIC67
NIC88,NIC38,0.375216709592132,NIC67
NIC65,NIC40,0.375216709592132,NIC67
NIC66,NIC40,0.375216709592132,NIC67
NIC67,NIC40,0.375216709592132,NIC67
NIC68,NIC40,0.375216709592132,NIC67
NIC69,NIC40,0.375216709592132,NIC67
NIC70,NIC40,0.375216709592132,NIC67
NIC71,NIC40,0.375216709592132,NIC67
NIC83,NIC40,0.375216709592132,NIC67
NIC84,NIC40,0.375216709592132,NIC67
NIC86,NIC40,0.375216709592132,NIC67
NIC87,NIC40,0.375216709592132,NIC67
NIC88,NIC40,0.375216709592132,NIC67
NIC162,NIC2200,0.374771171009852,NIC174
ECA1461,ECA1457,0.372780976746848,ECA1559
ECA1477,ECA1457,0.372780976746848,ECA1559
ECA2089,ECA1457,0.372780976746848,ECA1559
ECA1501,ECA1461,0.372780976746848,ECA1559
ECA1523,ECA1461,0.372780976746848,ECA1559
ECA1525,ECA1461,0.372780976746848,ECA1559
ECA1501,ECA1477,0.372780976746848,ECA1559
ECA1523,ECA1477,0.372780976746848,ECA1559
ECA1525,ECA1477,0.372780976746848,ECA1559
ECA2089,ECA1501,0.372780976746848,ECA1559
ECA2089,ECA1523,0.372780976746848,ECA1559
ECA2089,ECA1525,0.372780976746848,ECA1559
QG723,QG2615,0.3685854195785,QG2665
QG724,QG2615,0.3685854195785,QG2665
QG993,QG2615,0.3685854195785,QG2665
QG723,QG2616,0.3685854195785,QG2665
QG724,QG2616,0.3685854195785,QG2665
QG993,QG2616,0.3685854195785,QG2665
QG723,QG2617,0.3685854195785,QG2665
QG724,QG2617,0.3685854195785,QG2665
QG993,QG2617,0.3685854195785,QG2665
QG723,QG2618,0.3685854195785,QG2665
QG724,QG2618,0.3685854195785,QG2665
QG993,QG2618,0.3685854195785,QG2665
QG723,QG2623,0.3685854195785,QG2665
QG724,QG2623,0.3685854195785,QG2665
QG993,QG2623,0.3685854195785,QG2665
QG723,QG2624,0.3685854195785,QG2665
QG724,QG2624,0.3685854195785,QG2665
QG993,QG2624,0.3685854195785,QG2665
QG723,QG2630,0.3685854195785,QG2665
QG724,QG2630,0.3685854195785,QG2665
QG993,QG2630,0.3685854195785,QG2665
QG723,QG2631,0.3685854195785,QG2665
QG724,QG2631,0.3685854195785,QG2665
QG993,QG2631,0.3685854195785,QG2665
QG723,QG2752,0.368584664264994,QG2665
QG724,QG2752,0.368584664264994,QG2665
QG993,QG2752,0.368584664264994,QG2665
NIC1261,JU1829,0.368121681892745,NIC67
NIC974,NIC973,0.367710370767646,NIC67
NIC914,NIC1373,0.367168637402692,NIC67
NIC442,NIC1261,0.366900584090481,NIC67
NIC442,JU1822,0.366205057061666,NIC67
NIC979,NIC301,0.365105707422866,NIC67
NIC981,NIC301,0.365105707422866,NIC67
NIC982,NIC301,0.365105707422866,NIC67
NIC979,NIC303,0.365105707422866,NIC67
NIC981,NIC303,0.365105707422866,NIC67
NIC982,NIC303,0.365105707422866,NIC67
NIC1261,NIC18,0.362257748607347,NIC67
NIC1261,NIC72,0.362257748607347,NIC67
NIC1261,NIC73,0.362257748607347,NIC67
NIC1261,NIC74,0.362257748607347,NIC67
NIC1261,NIC75,0.362257748607347,NIC67
NIC1261,NIC76,0.362257748607347,NIC67
NIC1261,NIC77,0.362257748607347,NIC67
NIC1261,NIC78,0.362257748607347,NIC67
NIC1261,NIC79,0.362257748607347,NIC67
NIC1261,NIC80,0.362257748607347,NIC67
NIC1261,NIC81,0.362257748607347,NIC67
NIC65,NIC1261,0.362257748607347,NIC67
NIC66,NIC1261,0.362257748607347,NIC67
NIC67,NIC1261,0.362257748607347,NIC67
NIC68,NIC1261,0.362257748607347,NIC67
NIC69,NIC1261,0.362257748607347,NIC67
NIC70,NIC1261,0.362257748607347,NIC67
NIC71,NIC1261,0.362257748607347,NIC67
NIC83,NIC1261,0.362257748607347,NIC67
NIC84,NIC1261,0.362257748607347,NIC67
NIC86,NIC1261,0.362257748607347,NIC67
NIC87,NIC1261,0.362257748607347,NIC67
NIC88,NIC1261,0.362257748607347,NIC67
NIC1261,JU1830,0.362173641079684,NIC67
NIC100,NIC1479,0.359556407784527,NIC67
NIC101,NIC1479,0.359556407784527,NIC67
NIC103,NIC1479,0.359556407784527,NIC67
NIC106,NIC1479,0.359556407784527,NIC67
NIC108,NIC1479,0.359556407784527,NIC67
NIC109,NIC1479,0.359556407784527,NIC67
NIC89,NIC1479,0.359556407784527,NIC67
NIC93,NIC1479,0.359556407784527,NIC67
NIC95,NIC1479,0.359556407784527,NIC67
NIC97,NIC1479,0.359556407784527,NIC67
NIC98,NIC1479,0.359556407784527,NIC67
NIC100,NIC1480,0.359556407784527,NIC67
NIC101,NIC1480,0.359556407784527,NIC67
NIC103,NIC1480,0.359556407784527,NIC67
NIC106,NIC1480,0.359556407784527,NIC67
NIC108,NIC1480,0.359556407784527,NIC67
NIC109,NIC1480,0.359556407784527,NIC67
NIC89,NIC1480,0.359556407784527,NIC67
NIC93,NIC1480,0.359556407784527,NIC67
NIC95,NIC1480,0.359556407784527,NIC67
NIC97,NIC1480,0.359556407784527,NIC67
NIC98,NIC1480,0.359556407784527,NIC67
NIC100,NIC1481,0.359556407784527,NIC67
NIC101,NIC1481,0.359556407784527,NIC67
NIC103,NIC1481,0.359556407784527,NIC67
NIC106,NIC1481,0.359556407784527,NIC67
NIC108,NIC1481,0.359556407784527,NIC67
NIC109,NIC1481,0.359556407784527,NIC67
NIC89,NIC1481,0.359556407784527,NIC67
NIC93,NIC1481,0.359556407784527,NIC67
NIC95,NIC1481,0.359556407784527,NIC67
NIC97,NIC1481,0.359556407784527,NIC67
NIC98,NIC1481,0.359556407784527,NIC67
NIC100,NIC1482,0.359556407784527,NIC67
NIC101,NIC1482,0.359556407784527,NIC67
NIC103,NIC1482,0.359556407784527,NIC67
NIC106,NIC1482,0.359556407784527,NIC67
NIC108,NIC1482,0.359556407784527,NIC67
NIC109,NIC1482,0.359556407784527,NIC67
NIC89,NIC1482,0.359556407784527,NIC67
NIC93,NIC1482,0.359556407784527,NIC67
NIC95,NIC1482,0.359556407784527,NIC67
NIC97,NIC1482,0.359556407784527,NIC67
NIC98,NIC1482,0.359556407784527,NIC67
NIC100,NIC1483,0.359556407784527,NIC67
NIC101,NIC1483,0.359556407784527,NIC67
NIC103,NIC1483,0.359556407784527,NIC67
NIC106,NIC1483,0.359556407784527,NIC67
NIC108,NIC1483,0.359556407784527,NIC67
NIC109,NIC1483,0.359556407784527,NIC67
NIC89,NIC1483,0.359556407784527,NIC67
NIC93,NIC1483,0.359556407784527,NIC67
NIC95,NIC1483,0.359556407784527,NIC67
NIC97,NIC1483,0.359556407784527,NIC67
NIC98,NIC1483,0.359556407784527,NIC67
NIC100,NIC1485,0.359556407784527,NIC67
NIC101,NIC1485,0.359556407784527,NIC67
NIC103,NIC1485,0.359556407784527,NIC67
NIC106,NIC1485,0.359556407784527,NIC67
NIC108,NIC1485,0.359556407784527,NIC67
NIC109,NIC1485,0.359556407784527,NIC67
NIC89,NIC1485,0.359556407784527,NIC67
NIC93,NIC1485,0.359556407784527,NIC67
NIC95,NIC1485,0.359556407784527,NIC67
NIC97,NIC1485,0.359556407784527,NIC67
NIC98,NIC1485,0.359556407784527,NIC67
NIC442,JU1828,0.358692055091199,NIC67
JU1827,NIC1479,0.358436526412177,NIC67
JU1827,NIC1480,0.358436526412177,NIC67
JU1827,NIC1481,0.358436526412177,NIC67
JU1827,NIC1482,0.358436526412177,NIC67
JU1827,NIC1483,0.358436526412177,NIC67
JU1827,NIC1485,0.358436526412177,NIC67
NIC2356,NIC1373,0.3577036130023,NIC67
NIC1261,JU1820,0.356921270725722,NIC67
JU2143,JU2142,0.356550357702771,NIC174
NIC1423,NIC1416,0.35642090936805,NIC1423
QG3813,QG3810,0.35395032771957,QG3878
QG3879,QG3813,0.35395032771957,QG3878
NIC914,NIC1351,0.353287256458721,NIC67
NIC5,NIC2200,0.347862538239543,NIC174
NIC6,NIC2200,0.347862538239543,NIC174
NIC1261,JU1834,0.347414225081745,NIC67
JU1828,NIC1479,0.346878003571838,NIC67
JU1828,NIC1480,0.346878003571838,NIC67
JU1828,NIC1481,0.346878003571838,NIC67
JU1828,NIC1482,0.346878003571838,NIC67
JU1828,NIC1483,0.346878003571838,NIC67
JU1828,NIC1485,0.346878003571838,NIC67
QG730,QG3015,0.346009962151141,QG2648
QG731,QG2780,0.345565783845462,QG865
QG857,QG2780,0.345565783845462,QG865
QG865,QG2780,0.345565783845462,QG865
QG731,QG2717,0.345564801715373,QG865
QG857,QG2717,0.345564801715373,QG865
QG865,QG2717,0.345564801715373,QG865
QG731,QG2718,0.345564801715373,QG865
QG857,QG2718,0.345564801715373,QG865
QG865,QG2718,0.345564801715373,QG865
QG731,QG2778,0.345564801715373,QG865
QG857,QG2778,0.345564801715373,QG865
QG865,QG2778,0.345564801715373,QG865
QG731,QG2779,0.345564801715373,QG865
QG857,QG2779,0.345564801715373,QG865
QG865,QG2779,0.345564801715373,QG865
QG731,QG2781,0.345564801715373,QG865
QG857,QG2781,0.345564801715373,QG865
QG865,QG2781,0.345564801715373,QG865
NIC442,NIC100,0.345347241666819,NIC67
NIC442,NIC101,0.345347241666819,NIC67
NIC442,NIC103,0.345347241666819,NIC67
NIC442,NIC106,0.345347241666819,NIC67
NIC442,NIC108,0.345347241666819,NIC67
NIC442,NIC109,0.345347241666819,NIC67
NIC89,NIC442,0.345347241666819,NIC67
NIC93,NIC442,0.345347241666819,NIC67
NIC95,NIC442,0.345347241666819,NIC67
NIC97,NIC442,0.345347241666819,NIC67
NIC98,NIC442,0.345347241666819,NIC67
QG998,QG925,0.345019030308268,QG998
QG998,QG931,0.345019030308268,QG998
NIC979,NIC2356,0.344902290998437,NIC67
NIC981,NIC2356,0.344902290998437,NIC67
NIC982,NIC2356,0.344902290998437,NIC67
NIC442,JU1827,0.344562428971246,NIC67
NIC442,NIC23,0.341609067249237,NIC67
NIC442,NIC28,0.341609067249237,NIC67
NIC442,NIC29,0.341609067249237,NIC67
NIC442,NIC30,0.341609067249237,NIC67
NIC442,NIC32,0.341609067249237,NIC67
NIC442,NIC36,0.341609067249237,NIC67
NIC442,NIC37,0.341609067249237,NIC67
NIC442,NIC38,0.341609067249237,NIC67
NIC442,NIC40,0.341609067249237,NIC67
QG988,QG3044,0.341429625186453,QG1126
QG730,QG3039,0.341429625186453,QG2648
QG988,QG3043,0.341429625186453,QG1126
QG988,QG3045,0.341429625186453,QG1126
QG988,QG3046,0.341429625186453,QG1126
QG798,QG735,0.339638975028791,QG865
QG814,QG735,0.339638975028791,QG865
