Sample A	Sample B	Comparison	Comparison_within	Haplotypes	Mean Ks
NIC248	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0279733210822441
PE887	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0246297157721008
QG1005	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0206766138496846
QG2641	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0277703563055594
QG2665	QG4232	within_species	Tropical_x_AD	Among HDRs	0.023356800397478
QG2902	QG4232	within_species	Tropical_x_AD	Among HDRs	0.021233906470642
QG2964	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0266312323275091
QG4232	QG786	within_species	Tropical_x_AD	Among HDRs	0.0188287066145623
QG4232	QG791	within_species	Tropical_x_AD	Among HDRs	0.0217527533914761
QG4232	QX1796	within_species	Tropical_x_AD	Among HDRs	0.029140456242358
ECA1174	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166873605580402
ECA1657	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166884587375311
ECA176	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0168004677841147
EG6271	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0168924302174762
JU3207	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166433341845081
JU3237	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166863508344824
JU4058	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0167990769089113
NIC1052	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0167380118427272
NIC1529	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166926964071265
NIC248	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0168533025185047
PE887	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0167563987470685
QG1005	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0167283899877307
QG2641	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0167633934741658
QG2665	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.016670992829959
QG2902	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0168271300894242
QG2964	QG4232	within_species	Tropical_x_AD	Among non-HDRs	0.0166208220135274
QG4232	QG786	within_species	Tropical_x_AD	Among non-HDRs	0.0167808856549308
QG4232	QG791	within_species	Tropical_x_AD	Among non-HDRs	0.016636645168094
QG4232	QX1410	within_species	Tropical_x_AD	Among non-HDRs	0.0186166416637942
QG4232	QX1796	within_species	Tropical_x_AD	Among non-HDRs	0.0165999442189737
ECA1174	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0197308972049711
ECA1657	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0201131315937993
ECA176	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.020252278481464
EG6271	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0197416760452911
JU3207	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0202875284697814
JU3237	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0203460295271437
JU4058	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0204983537056682
NIC1052	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0207412551093959
NIC1529	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0199725808606419
NIC248	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0200579124940802
PE887	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0196749139930478
QG1005	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0209854349908808
QG2641	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0199330225288994
QG2665	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0204600444669944
QG2902	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0205322637271734
QG2964	QG4232	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0202451758880731
QG4232	QG786	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0213604390918978
QG4232	QG791	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0205200797878498
QG4232	QX1410	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0215873113184979
QG4232	QX1796	within_species	Tropical_x_AD	Between HDRs and non-HDRs	0.0189730450502278
ECA2852	ECA2857	within_nigoni	nHDR	NA	0.0720423693247481
ECA2852	EG5268	within_nigoni	nHDR	NA	0.0881582732730794
ECA2852	JU1418	within_nigoni	nHDR	NA	0.0857364738909228
ECA2852	JU1419	within_nigoni	nHDR	NA	0.0834031484742503
ECA2852	JU1420	within_nigoni	nHDR	NA	0.0829852025081964
ECA2852	JU1422	within_nigoni	nHDR	NA	0.0856102187387547
ECA2852	JU2484	within_nigoni	nHDR	NA	0.077357580696086
ECA2852	JU2617	within_nigoni	nHDR	NA	0.0880779424896197
ECA2852	NIC2143	within_nigoni	nHDR	NA	0.0913563514656093
ECA2852	NIC2150	within_nigoni	nHDR	NA	0.0929551535451061
ECA2852	NIC2152	within_nigoni	nHDR	NA	0.090462939015993
ECA2852	VX151	within_nigoni	nHDR	NA	0.0883249626077784
ECA2852	VX153	within_nigoni	nHDR	NA	0.0886200815826164
ECA2852	YR106	within_nigoni	nHDR	NA	0.073098450937276
ECA2852	ZF1220	within_nigoni	nHDR	NA	0.092864200737239
ECA2857	EG5268	within_nigoni	nHDR	NA	0.0871157692424478
ECA2857	JU1418	within_nigoni	nHDR	NA	0.0824884839627468
ECA2857	JU1419	within_nigoni	nHDR	NA	0.0806557723705402
ECA2857	JU1420	within_nigoni	nHDR	NA	0.0814620167316396
ECA2857	JU1422	within_nigoni	nHDR	NA	0.0805086556469185
ECA2857	JU2484	within_nigoni	nHDR	NA	0.0773658851766863
ECA2857	JU2617	within_nigoni	nHDR	NA	0.0903250748965634
ECA2857	NIC2143	within_nigoni	nHDR	NA	0.0919202595456325
ECA2857	NIC2150	within_nigoni	nHDR	NA	0.0926842873738662
ECA2857	NIC2152	within_nigoni	nHDR	NA	0.0918103547058355
ECA2857	VX151	within_nigoni	nHDR	NA	0.0876919704004744
ECA2857	VX153	within_nigoni	nHDR	NA	0.0872677834892031
ECA2857	YR106	within_nigoni	nHDR	NA	0.060192630936083
ECA2857	ZF1220	within_nigoni	nHDR	NA	0.0920928534792176
EG5268	JU1418	within_nigoni	nHDR	NA	0.0850059001106587
EG5268	JU1419	within_nigoni	nHDR	NA	0.0848393040197405
EG5268	JU1420	within_nigoni	nHDR	NA	0.0843927742115907
EG5268	JU1422	within_nigoni	nHDR	NA	0.0833492126609372
EG5268	JU2484	within_nigoni	nHDR	NA	0.0913022707474131
EG5268	JU2617	within_nigoni	nHDR	NA	0.0905574255994561
EG5268	NIC2143	within_nigoni	nHDR	NA	0.0890979120178193
EG5268	NIC2150	within_nigoni	nHDR	NA	0.0937460952548544
EG5268	NIC2152	within_nigoni	nHDR	NA	0.0903187772136769
EG5268	VX151	within_nigoni	nHDR	NA	0.0311886504609404
EG5268	VX153	within_nigoni	nHDR	NA	0.0370852818498133
EG5268	YR106	within_nigoni	nHDR	NA	0.0868169741342243
EG5268	ZF1220	within_nigoni	nHDR	NA	0.0922512940367254
JU1418	JU1419	within_nigoni	nHDR	NA	0.0474737333743892
JU1418	JU1420	within_nigoni	nHDR	NA	0.0459324784030608
JU1418	JU1422	within_nigoni	nHDR	NA	0.0513208273989048
JU1418	JU2484	within_nigoni	nHDR	NA	0.0858384431943506
JU1418	JU2617	within_nigoni	nHDR	NA	0.0849708815921794
JU1418	NIC2143	within_nigoni	nHDR	NA	0.0859762995999606
JU1418	NIC2150	within_nigoni	nHDR	NA	0.0923194026642014
JU1418	NIC2152	within_nigoni	nHDR	NA	0.0874633262944208
JU1418	VX151	within_nigoni	nHDR	NA	0.0860079726744178
JU1418	VX153	within_nigoni	nHDR	NA	0.0842571637187338
JU1418	YR106	within_nigoni	nHDR	NA	0.0816859264816046
JU1418	ZF1220	within_nigoni	nHDR	NA	0.0895249563927848
JU1419	JU1420	within_nigoni	nHDR	NA	0.038576640640203
JU1419	JU1422	within_nigoni	nHDR	NA	0.0346192562063613
JU1419	JU2484	within_nigoni	nHDR	NA	0.085221002129185
JU1419	JU2617	within_nigoni	nHDR	NA	0.0874751723872091
JU1419	NIC2143	within_nigoni	nHDR	NA	0.0887580433544471
JU1419	NIC2150	within_nigoni	nHDR	NA	0.0923401273084104
JU1419	NIC2152	within_nigoni	nHDR	NA	0.0897084112144402
JU1419	VX151	within_nigoni	nHDR	NA	0.0863399426660274
JU1419	VX153	within_nigoni	nHDR	NA	0.0854814888721026
JU1419	YR106	within_nigoni	nHDR	NA	0.0839314809587225
JU1419	ZF1220	within_nigoni	nHDR	NA	0.0910374708038743
JU1420	JU1422	within_nigoni	nHDR	NA	0.0496591035357285
JU1420	JU2484	within_nigoni	nHDR	NA	0.0843638659084845
JU1420	JU2617	within_nigoni	nHDR	NA	0.0857165257649837
JU1420	NIC2143	within_nigoni	nHDR	NA	0.088628269599708
JU1420	NIC2150	within_nigoni	nHDR	NA	0.0924912573303766
JU1420	NIC2152	within_nigoni	nHDR	NA	0.0885429420640413
JU1420	VX151	within_nigoni	nHDR	NA	0.0852365935609733
JU1420	VX153	within_nigoni	nHDR	NA	0.0838690437728813
JU1420	YR106	within_nigoni	nHDR	NA	0.081385108432403
JU1420	ZF1220	within_nigoni	nHDR	NA	0.0909862002944723
JU1422	JU2484	within_nigoni	nHDR	NA	0.0855123353620585
JU1422	JU2617	within_nigoni	nHDR	NA	0.0865137869152459
JU1422	NIC2143	within_nigoni	nHDR	NA	0.0881453187592196
JU1422	NIC2150	within_nigoni	nHDR	NA	0.0925945191874954
JU1422	NIC2152	within_nigoni	nHDR	NA	0.0898025530819498
JU1422	VX151	within_nigoni	nHDR	NA	0.0846065497113076
JU1422	VX153	within_nigoni	nHDR	NA	0.0842628726807879
JU1422	YR106	within_nigoni	nHDR	NA	0.0821540577969811
JU1422	ZF1220	within_nigoni	nHDR	NA	0.0917047754360837
JU2484	JU2617	within_nigoni	nHDR	NA	0.0915659078392158
JU2484	NIC2143	within_nigoni	nHDR	NA	0.0948401534970006
JU2484	NIC2150	within_nigoni	nHDR	NA	0.0935033253747631
JU2484	NIC2152	within_nigoni	nHDR	NA	0.0930326643477852
JU2484	VX151	within_nigoni	nHDR	NA	0.0901485846437733
JU2484	VX153	within_nigoni	nHDR	NA	0.0928892556209789
JU2484	YR106	within_nigoni	nHDR	NA	0.0780794153130647
JU2484	ZF1220	within_nigoni	nHDR	NA	0.0925466160895732
JU2617	NIC2143	within_nigoni	nHDR	NA	0.0845950320662768
JU2617	NIC2150	within_nigoni	nHDR	NA	0.092947412679253
JU2617	NIC2152	within_nigoni	nHDR	NA	0.0891894349785781
JU2617	VX151	within_nigoni	nHDR	NA	0.0904869092922912
JU2617	VX153	within_nigoni	nHDR	NA	0.0877185928343568
JU2617	YR106	within_nigoni	nHDR	NA	0.0891619457385657
JU2617	ZF1220	within_nigoni	nHDR	NA	0.0904497956521132
NIC2143	NIC2150	within_nigoni	nHDR	NA	0.0837360245703155
NIC2143	NIC2152	within_nigoni	nHDR	NA	0.0823692196124847
NIC2143	VX151	within_nigoni	nHDR	NA	0.090545329001356
NIC2143	VX153	within_nigoni	nHDR	NA	0.0874269200422186
NIC2143	YR106	within_nigoni	nHDR	NA	0.0914823531406555
NIC2143	ZF1220	within_nigoni	nHDR	NA	0.0877124353700072
NIC2150	NIC2152	within_nigoni	nHDR	NA	0.0567796953274848
NIC2150	VX151	within_nigoni	nHDR	NA	0.0931302827278499
NIC2150	VX153	within_nigoni	nHDR	NA	0.0927057830904158
NIC2150	YR106	within_nigoni	nHDR	NA	0.0925013834169109
NIC2150	ZF1220	within_nigoni	nHDR	NA	0.086400325368634
NIC2152	VX151	within_nigoni	nHDR	NA	0.0896826702939298
NIC2152	VX153	within_nigoni	nHDR	NA	0.0891695244232498
NIC2152	YR106	within_nigoni	nHDR	NA	0.0900144991595159
NIC2152	ZF1220	within_nigoni	nHDR	NA	0.0874495700625754
VX151	VX153	within_nigoni	nHDR	NA	0.0108786633659086
VX151	YR106	within_nigoni	nHDR	NA	0.0864487163339906
VX151	ZF1220	within_nigoni	nHDR	NA	0.0929374660953704
VX153	YR106	within_nigoni	nHDR	NA	0.0853597730835825
VX153	ZF1220	within_nigoni	nHDR	NA	0.0937698355319563
YR106	ZF1220	within_nigoni	nHDR	NA	0.0915482724177861
ECA2852	ECA2857	within_nigoni	HDR	NA	0.110783210274844
ECA2852	EG5268	within_nigoni	HDR	NA	0.139637356660522
ECA2852	JU1418	within_nigoni	HDR	NA	0.131545776024846
ECA2852	JU1419	within_nigoni	HDR	NA	0.132394057886337
ECA2852	JU1420	within_nigoni	HDR	NA	0.129882592253842
ECA2852	JU1422	within_nigoni	HDR	NA	0.134261684940193
ECA2852	JU2484	within_nigoni	HDR	NA	0.120705159061913
ECA2852	JU2617	within_nigoni	HDR	NA	0.148128532545917
ECA2852	NIC2143	within_nigoni	HDR	NA	0.14991273052591
ECA2852	NIC2150	within_nigoni	HDR	NA	0.147791801489136
ECA2852	NIC2152	within_nigoni	HDR	NA	0.15034241049227
ECA2852	VX151	within_nigoni	HDR	NA	0.142519332446749
ECA2852	VX153	within_nigoni	HDR	NA	0.142793884106257
ECA2852	YR106	within_nigoni	HDR	NA	0.109848754204082
ECA2852	ZF1220	within_nigoni	HDR	NA	0.152264407680681
ECA2857	EG5268	within_nigoni	HDR	NA	0.138767728681866
ECA2857	JU1418	within_nigoni	HDR	NA	0.131826154017597
ECA2857	JU1419	within_nigoni	HDR	NA	0.130765114048689
ECA2857	JU1420	within_nigoni	HDR	NA	0.128274125154591
ECA2857	JU1422	within_nigoni	HDR	NA	0.131451533100108
ECA2857	JU2484	within_nigoni	HDR	NA	0.122596205147031
ECA2857	JU2617	within_nigoni	HDR	NA	0.146375352009602
ECA2857	NIC2143	within_nigoni	HDR	NA	0.152960016352119
ECA2857	NIC2150	within_nigoni	HDR	NA	0.146783566190898
ECA2857	NIC2152	within_nigoni	HDR	NA	0.148877341578313
ECA2857	VX151	within_nigoni	HDR	NA	0.139574784865136
ECA2857	VX153	within_nigoni	HDR	NA	0.140721079367858
ECA2857	YR106	within_nigoni	HDR	NA	0.0938678278272773
ECA2857	ZF1220	within_nigoni	HDR	NA	0.151217417929413
EG5268	JU1418	within_nigoni	HDR	NA	0.137974542870681
EG5268	JU1419	within_nigoni	HDR	NA	0.13282735440378
EG5268	JU1420	within_nigoni	HDR	NA	0.12733383138205
EG5268	JU1422	within_nigoni	HDR	NA	0.135045067240955
EG5268	JU2484	within_nigoni	HDR	NA	0.146362418957536
EG5268	JU2617	within_nigoni	HDR	NA	0.146123575788384
EG5268	NIC2143	within_nigoni	HDR	NA	0.146926209922931
EG5268	NIC2150	within_nigoni	HDR	NA	0.150559978822472
EG5268	NIC2152	within_nigoni	HDR	NA	0.150711424462439
EG5268	VX151	within_nigoni	HDR	NA	0.0624117421462121
EG5268	VX153	within_nigoni	HDR	NA	0.0584902097776991
EG5268	YR106	within_nigoni	HDR	NA	0.137377062212488
EG5268	ZF1220	within_nigoni	HDR	NA	0.14863895934422
JU1418	JU1419	within_nigoni	HDR	NA	0.0700707964190386
JU1418	JU1420	within_nigoni	HDR	NA	0.0642831836158274
JU1418	JU1422	within_nigoni	HDR	NA	0.0836191306953428
JU1418	JU2484	within_nigoni	HDR	NA	0.14146272758158
JU1418	JU2617	within_nigoni	HDR	NA	0.149844753039093
JU1418	NIC2143	within_nigoni	HDR	NA	0.150141323523481
JU1418	NIC2150	within_nigoni	HDR	NA	0.148659159016351
JU1418	NIC2152	within_nigoni	HDR	NA	0.148593847108734
JU1418	VX151	within_nigoni	HDR	NA	0.136730864630745
JU1418	VX153	within_nigoni	HDR	NA	0.138417426299568
JU1418	YR106	within_nigoni	HDR	NA	0.129780505442444
JU1418	ZF1220	within_nigoni	HDR	NA	0.148726807741445
JU1419	JU1420	within_nigoni	HDR	NA	0.0640214954736065
JU1419	JU1422	within_nigoni	HDR	NA	0.0719687195531434
JU1419	JU2484	within_nigoni	HDR	NA	0.140103239116138
JU1419	JU2617	within_nigoni	HDR	NA	0.144970482600382
JU1419	NIC2143	within_nigoni	HDR	NA	0.148534018826473
JU1419	NIC2150	within_nigoni	HDR	NA	0.151636376942556
JU1419	NIC2152	within_nigoni	HDR	NA	0.146963779367334
JU1419	VX151	within_nigoni	HDR	NA	0.135360809256737
JU1419	VX153	within_nigoni	HDR	NA	0.135025181645939
JU1419	YR106	within_nigoni	HDR	NA	0.131310648833949
JU1419	ZF1220	within_nigoni	HDR	NA	0.150911015869621
JU1420	JU1422	within_nigoni	HDR	NA	0.0562575460190132
JU1420	JU2484	within_nigoni	HDR	NA	0.137257904309057
JU1420	JU2617	within_nigoni	HDR	NA	0.147228759325195
JU1420	NIC2143	within_nigoni	HDR	NA	0.147432189941789
JU1420	NIC2150	within_nigoni	HDR	NA	0.147016698145288
JU1420	NIC2152	within_nigoni	HDR	NA	0.150746164250033
JU1420	VX151	within_nigoni	HDR	NA	0.133634758387504
JU1420	VX153	within_nigoni	HDR	NA	0.133392230459859
JU1420	YR106	within_nigoni	HDR	NA	0.127236589409321
JU1420	ZF1220	within_nigoni	HDR	NA	0.146801413846863
JU1422	JU2484	within_nigoni	HDR	NA	0.138516099393306
JU1422	JU2617	within_nigoni	HDR	NA	0.150644379507582
JU1422	NIC2143	within_nigoni	HDR	NA	0.146967238121106
JU1422	NIC2150	within_nigoni	HDR	NA	0.147500407809218
JU1422	NIC2152	within_nigoni	HDR	NA	0.146392327872232
JU1422	VX151	within_nigoni	HDR	NA	0.134509030343124
JU1422	VX153	within_nigoni	HDR	NA	0.138082122906367
JU1422	YR106	within_nigoni	HDR	NA	0.128462225864459
JU1422	ZF1220	within_nigoni	HDR	NA	0.147722835326365
JU2484	JU2617	within_nigoni	HDR	NA	0.150926549977186
JU2484	NIC2143	within_nigoni	HDR	NA	0.150258665169871
JU2484	NIC2150	within_nigoni	HDR	NA	0.152827818762137
JU2484	NIC2152	within_nigoni	HDR	NA	0.15172240479487
JU2484	VX151	within_nigoni	HDR	NA	0.146916265233868
JU2484	VX153	within_nigoni	HDR	NA	0.14458467539452
JU2484	YR106	within_nigoni	HDR	NA	0.123759262466288
JU2484	ZF1220	within_nigoni	HDR	NA	0.153002314829055
JU2617	NIC2143	within_nigoni	HDR	NA	0.145221862424507
JU2617	NIC2150	within_nigoni	HDR	NA	0.150890797228108
JU2617	NIC2152	within_nigoni	HDR	NA	0.148337643080671
JU2617	VX151	within_nigoni	HDR	NA	0.143169138599025
JU2617	VX153	within_nigoni	HDR	NA	0.140731373545452
JU2617	YR106	within_nigoni	HDR	NA	0.148227524450116
JU2617	ZF1220	within_nigoni	HDR	NA	0.146241114154831
NIC2143	NIC2150	within_nigoni	HDR	NA	0.132614855831472
NIC2143	NIC2152	within_nigoni	HDR	NA	0.128105985887368
NIC2143	VX151	within_nigoni	HDR	NA	0.147405944194052
NIC2143	VX153	within_nigoni	HDR	NA	0.145182087131086
NIC2143	YR106	within_nigoni	HDR	NA	0.149092292499969
NIC2143	ZF1220	within_nigoni	HDR	NA	0.139774040748009
NIC2150	NIC2152	within_nigoni	HDR	NA	0.0901438751696423
NIC2150	VX151	within_nigoni	HDR	NA	0.150739669645429
NIC2150	VX153	within_nigoni	HDR	NA	0.150550262580305
NIC2150	YR106	within_nigoni	HDR	NA	0.147577758571384
NIC2150	ZF1220	within_nigoni	HDR	NA	0.144118831645831
NIC2152	VX151	within_nigoni	HDR	NA	0.148919989886692
NIC2152	VX153	within_nigoni	HDR	NA	0.147661265677829
NIC2152	YR106	within_nigoni	HDR	NA	0.146593437015577
NIC2152	ZF1220	within_nigoni	HDR	NA	0.140930241530561
VX151	VX153	within_nigoni	HDR	NA	0.0170546550156526
VX151	YR106	within_nigoni	HDR	NA	0.140704670516113
VX151	ZF1220	within_nigoni	HDR	NA	0.145559693984533
VX153	YR106	within_nigoni	HDR	NA	0.141542009256542
VX153	ZF1220	within_nigoni	HDR	NA	0.147953668359128
YR106	ZF1220	within_nigoni	HDR	NA	0.148987123825015
ECA2852	ECA2857	within_nigoni	All	NA	0.0786985138101337
ECA2852	EG5268	within_nigoni	All	NA	0.0969928528107804
ECA2852	JU1418	within_nigoni	All	NA	0.0934845431871592
ECA2852	JU1419	within_nigoni	All	NA	0.0917588691100641
ECA2852	JU1420	within_nigoni	All	NA	0.0909107767228824
ECA2852	JU1422	within_nigoni	All	NA	0.0939211008050827
ECA2852	JU2484	within_nigoni	All	NA	0.0847640913880888
ECA2852	JU2617	within_nigoni	All	NA	0.0983099884143556
ECA2852	NIC2143	within_nigoni	All	NA	0.10136273830167
ECA2852	NIC2150	within_nigoni	All	NA	0.102319301741181
ECA2852	NIC2152	within_nigoni	All	NA	0.100710768027034
ECA2852	VX151	within_nigoni	All	NA	0.0976004906892352
ECA2852	VX153	within_nigoni	All	NA	0.0978577055265174
ECA2852	YR106	within_nigoni	All	NA	0.0794358512754961
ECA2852	ZF1220	within_nigoni	All	NA	0.103056265067548
ECA2857	EG5268	within_nigoni	All	NA	0.0959856494428784
ECA2857	JU1418	within_nigoni	All	NA	0.0908795457986312
ECA2857	JU1419	within_nigoni	All	NA	0.089200331418194
ECA2857	JU1420	within_nigoni	All	NA	0.0893889374589533
ECA2857	JU1422	within_nigoni	All	NA	0.0892260310386388
ECA2857	JU2484	within_nigoni	All	NA	0.0851315769267703
ECA2857	JU2617	within_nigoni	All	NA	0.0999300829249534
ECA2857	NIC2143	within_nigoni	All	NA	0.10237797677081
ECA2857	NIC2150	within_nigoni	All	NA	0.101965018049926
ECA2857	NIC2152	within_nigoni	All	NA	0.101615547118736
ECA2857	VX151	within_nigoni	All	NA	0.096597142728378
ECA2857	VX153	within_nigoni	All	NA	0.0964366918976657
ECA2857	YR106	within_nigoni	All	NA	0.0660044401973048
ECA2857	ZF1220	within_nigoni	All	NA	0.102248648768614
EG5268	JU1418	within_nigoni	All	NA	0.094014984427806
EG5268	JU1419	within_nigoni	All	NA	0.093063976622673
EG5268	JU1420	within_nigoni	All	NA	0.0916775045617025
EG5268	JU1422	within_nigoni	All	NA	0.0922133533427495
EG5268	JU2484	within_nigoni	All	NA	0.100724526827445
EG5268	JU2617	within_nigoni	All	NA	0.100010952732819
EG5268	NIC2143	within_nigoni	All	NA	0.0990235678171037
EG5268	NIC2150	within_nigoni	All	NA	0.103484889745691
EG5268	NIC2152	within_nigoni	All	NA	0.100705119331448
EG5268	VX151	within_nigoni	All	NA	0.0365473685908583
EG5268	VX153	within_nigoni	All	NA	0.0407494908878829
EG5268	YR106	within_nigoni	All	NA	0.095473664152587
EG5268	ZF1220	within_nigoni	All	NA	0.101931197781143
JU1418	JU1419	within_nigoni	All	NA	0.0513200419777338
JU1418	JU1420	within_nigoni	All	NA	0.0490362701876999
JU1418	JU1422	within_nigoni	All	NA	0.056819798283157
JU1418	JU2484	within_nigoni	All	NA	0.0952512051535235
JU1418	JU2617	within_nigoni	All	NA	0.0958882148264126
JU1418	NIC2143	within_nigoni	All	NA	0.0968361038734364
JU1418	NIC2150	within_nigoni	All	NA	0.10187985896516
JU1418	NIC2152	within_nigoni	All	NA	0.0978209437124654
JU1418	VX151	within_nigoni	All	NA	0.0946309783679153
JU1418	VX153	within_nigoni	All	NA	0.0934624601465914
JU1418	YR106	within_nigoni	All	NA	0.0898574410271427
JU1418	ZF1220	within_nigoni	All	NA	0.0995478431899621
JU1419	JU1420	within_nigoni	All	NA	0.0428841891315593
JU1419	JU1422	within_nigoni	All	NA	0.0410167716186231
JU1419	JU2484	within_nigoni	All	NA	0.0946025811013137
JU1419	JU2617	within_nigoni	All	NA	0.0972331335103939
JU1419	NIC2143	within_nigoni	All	NA	0.0989643519329106
JU1419	NIC2150	within_nigoni	All	NA	0.102466143080759
JU1419	NIC2152	within_nigoni	All	NA	0.0994712019749942
JU1419	VX151	within_nigoni	All	NA	0.0947190140752066
JU1419	VX153	within_nigoni	All	NA	0.0939168256022391
JU1419	YR106	within_nigoni	All	NA	0.0920401757542568
JU1419	ZF1220	within_nigoni	All	NA	0.101261428262724
JU1420	JU1422	within_nigoni	All	NA	0.0507781637136369
JU1420	JU2484	within_nigoni	All	NA	0.0933090932934332
JU1420	JU2617	within_nigoni	All	NA	0.0960616381272436
JU1420	NIC2143	within_nigoni	All	NA	0.0985790907301503
JU1420	NIC2150	within_nigoni	All	NA	0.101748443706643
JU1420	NIC2152	within_nigoni	All	NA	0.099080405799936
JU1420	VX151	within_nigoni	All	NA	0.0934193310767303
JU1420	VX153	within_nigoni	All	NA	0.092240103050599
JU1420	YR106	within_nigoni	All	NA	0.0891380256652228
JU1420	ZF1220	within_nigoni	All	NA	0.10045090370193
JU1422	JU2484	within_nigoni	All	NA	0.0945434026615002
JU1422	JU2617	within_nigoni	All	NA	0.0973956747985608
JU1422	NIC2143	within_nigoni	All	NA	0.0981581224592668
JU1422	NIC2150	within_nigoni	All	NA	0.101965091342941
JU1422	NIC2152	within_nigoni	All	NA	0.0994775381369632
JU1422	VX151	within_nigoni	All	NA	0.0931273057841408
JU1422	VX153	within_nigoni	All	NA	0.0934344085780427
JU1422	YR106	within_nigoni	All	NA	0.0900952913178162
JU1422	ZF1220	within_nigoni	All	NA	0.101277161742391
JU2484	JU2617	within_nigoni	All	NA	0.101624536504743
JU2484	NIC2143	within_nigoni	All	NA	0.104319144719162
JU2484	NIC2150	within_nigoni	All	NA	0.103703255082926
JU2484	NIC2152	within_nigoni	All	NA	0.103112963279536
JU2484	VX151	within_nigoni	All	NA	0.0998882001773086
JU2484	VX153	within_nigoni	All	NA	0.101731740324882
JU2484	YR106	within_nigoni	All	NA	0.0859005305824752
JU2484	ZF1220	within_nigoni	All	NA	0.102954041469691
JU2617	NIC2143	within_nigoni	All	NA	0.0949499526186739
JU2617	NIC2150	within_nigoni	All	NA	0.102806786687566
JU2617	NIC2152	within_nigoni	All	NA	0.0992960288438389
JU2617	VX151	within_nigoni	All	NA	0.0994378890570141
JU2617	VX153	within_nigoni	All	NA	0.0967157901934602
JU2617	YR106	within_nigoni	All	NA	0.0992244753244928
JU2617	ZF1220	within_nigoni	All	NA	0.0999816005759673
NIC2143	NIC2150	within_nigoni	All	NA	0.0921133828404713
NIC2143	NIC2152	within_nigoni	All	NA	0.0902474695673407
NIC2143	VX151	within_nigoni	All	NA	0.10028958765333
NIC2143	VX153	within_nigoni	All	NA	0.0972878739570106
NIC2143	YR106	within_nigoni	All	NA	0.101343513931889
NIC2143	ZF1220	within_nigoni	All	NA	0.0966643634693938
NIC2150	NIC2152	within_nigoni	All	NA	0.0625185718334901
NIC2150	VX151	within_nigoni	All	NA	0.103032298494416
NIC2150	VX153	within_nigoni	All	NA	0.102628624334158
NIC2150	YR106	within_nigoni	All	NA	0.101949424359664
NIC2150	ZF1220	within_nigoni	All	NA	0.0963482187305926
NIC2152	VX151	within_nigoni	All	NA	0.0998671926685082
NIC2152	VX153	within_nigoni	All	NA	0.0991974281387841
NIC2152	YR106	within_nigoni	All	NA	0.0996970014721947
NIC2152	ZF1220	within_nigoni	All	NA	0.0966852844930449
VX151	VX153	within_nigoni	All	NA	0.0119409779064632
VX151	YR106	within_nigoni	All	NA	0.0957567355616233
VX151	ZF1220	within_nigoni	All	NA	0.101980798899056
VX153	YR106	within_nigoni	All	NA	0.0949728961127256
VX153	ZF1220	within_nigoni	All	NA	0.10306128700954
YR106	ZF1220	within_nigoni	All	NA	0.101393820795854
ECA1174	ECA2852	between_species	nHDR	NA	0.191008742224546
