Sample A	Sample B	Comparison	Comparison_within	Haplotypes	Mean Ks
EG6271	NIC2150	between_species	HDR	NA	0.244754180806441
EG6271	NIC2152	between_species	HDR	NA	0.242912621067118
EG6271	VX151	between_species	HDR	NA	0.244832520315361
EG6271	VX153	between_species	HDR	NA	0.244435780481825
EG6271	YR106	between_species	HDR	NA	0.242833736224061
EG6271	ZF1220	between_species	HDR	NA	0.244285649359103
JU1418	JU3200	between_species	HDR	NA	0.242321559674351
JU1418	JU3207	between_species	HDR	NA	0.243475162264343
JU1418	JU3237	between_species	HDR	NA	0.243921038428627
JU1418	JU4058	between_species	HDR	NA	0.243974175000254
JU1418	NIC1052	between_species	HDR	NA	0.243503949687546
JU1418	NIC1529	between_species	HDR	NA	0.243334580284379
JU1418	NIC248	between_species	HDR	NA	0.243523831858831
JU1418	PE887	between_species	HDR	NA	0.243439554866155
JU1418	QG1005	between_species	HDR	NA	0.242806546902513
JU1418	QG2641	between_species	HDR	NA	0.244397169285236
JU1418	QG2665	between_species	HDR	NA	0.243308074662412
JU1418	QG2902	between_species	HDR	NA	0.243376688634674
JU1418	QG2964	between_species	HDR	NA	0.244161486093755
JU1418	QG4232	between_species	HDR	NA	0.244208344081277
JU1418	QG786	between_species	HDR	NA	0.243673608982267
JU1418	QG791	between_species	HDR	NA	0.243318885541239
JU1418	QX1410	between_species	HDR	NA	0.245330648794355
JU1418	QX1796	between_species	HDR	NA	0.243543100060845
JU1419	JU3200	between_species	HDR	NA	0.241623212667228
JU1419	JU3207	between_species	HDR	NA	0.242718681831781
JU1419	JU3237	between_species	HDR	NA	0.242838062397459
JU1419	JU4058	between_species	HDR	NA	0.242431096025345
JU1419	NIC1052	between_species	HDR	NA	0.241719995518174
JU1419	NIC1529	between_species	HDR	NA	0.242039816287785
JU1419	NIC248	between_species	HDR	NA	0.242339661129458
JU1419	PE887	between_species	HDR	NA	0.242204890312911
JU1419	QG1005	between_species	HDR	NA	0.241691570736428
JU1419	QG2641	between_species	HDR	NA	0.243511044629678
JU1419	QG2665	between_species	HDR	NA	0.242374267715732
JU1419	QG2902	between_species	HDR	NA	0.242221327194129
JU1419	QG2964	between_species	HDR	NA	0.243098848376316
JU1419	QG4232	between_species	HDR	NA	0.24238571313865
JU1419	QG786	between_species	HDR	NA	0.242743850013538
JU1419	QG791	between_species	HDR	NA	0.242035247466612
JU1419	QX1410	between_species	HDR	NA	0.243875801219001
JU1419	QX1796	between_species	HDR	NA	0.242191534549725
JU1420	JU3200	between_species	HDR	NA	0.242287942283516
JU1420	JU3207	between_species	HDR	NA	0.242753104207449
JU1420	JU3237	between_species	HDR	NA	0.242994264648964
JU1420	JU4058	between_species	HDR	NA	0.242798564432724
JU1420	NIC1052	between_species	HDR	NA	0.242269090819889
JU1420	NIC1529	between_species	HDR	NA	0.242475540266799
JU1420	NIC248	between_species	HDR	NA	0.242541086487483
JU1420	PE887	between_species	HDR	NA	0.242712350674546
JU1420	QG1005	between_species	HDR	NA	0.241949393773469
JU1420	QG2641	between_species	HDR	NA	0.243589536045049
JU1420	QG2665	between_species	HDR	NA	0.242437765297152
JU1420	QG2902	between_species	HDR	NA	0.242329341519949
JU1420	QG2964	between_species	HDR	NA	0.24341592509951
JU1420	QG4232	between_species	HDR	NA	0.243749898062545
JU1420	QG786	between_species	HDR	NA	0.24302218706425
JU1420	QG791	between_species	HDR	NA	0.242536818830529
JU1420	QX1410	between_species	HDR	NA	0.244634109715192
JU1420	QX1796	between_species	HDR	NA	0.24277373329711
JU1422	JU3200	between_species	HDR	NA	0.242595650045721
JU1422	JU3207	between_species	HDR	NA	0.243688787255538
JU1422	JU3237	between_species	HDR	NA	0.243964462960243
JU1422	JU4058	between_species	HDR	NA	0.24382724062761
JU1422	NIC1052	between_species	HDR	NA	0.243069077357149
JU1422	NIC1529	between_species	HDR	NA	0.243321990747613
JU1422	NIC248	between_species	HDR	NA	0.243301763915605
JU1422	PE887	between_species	HDR	NA	0.243490228171786
JU1422	QG1005	between_species	HDR	NA	0.242757500323573
JU1422	QG2641	between_species	HDR	NA	0.244451866003378
JU1422	QG2665	between_species	HDR	NA	0.243302384764995
JU1422	QG2902	between_species	HDR	NA	0.243202671876088
JU1422	QG2964	between_species	HDR	NA	0.244487075991329
JU1422	QG4232	between_species	HDR	NA	0.244193338562397
JU1422	QG786	between_species	HDR	NA	0.243966732086924
JU1422	QG791	between_species	HDR	NA	0.2430459690423
JU1422	QX1410	between_species	HDR	NA	0.245816748497542
JU1422	QX1796	between_species	HDR	NA	0.243463175708826
JU2484	JU3200	between_species	HDR	NA	0.243081798778935
JU2484	JU3207	between_species	HDR	NA	0.244394061409273
JU2484	JU3237	between_species	HDR	NA	0.244291156694197
JU2484	JU4058	between_species	HDR	NA	0.244614164458226
JU2484	NIC1052	between_species	HDR	NA	0.243287094048389
JU2484	NIC1529	between_species	HDR	NA	0.243480396432394
JU2484	NIC248	between_species	HDR	NA	0.24391950244959
JU2484	PE887	between_species	HDR	NA	0.243431954298942
JU2484	QG1005	between_species	HDR	NA	0.242962036063542
JU2484	QG2641	between_species	HDR	NA	0.244799672545229
JU2484	QG2665	between_species	HDR	NA	0.243434524514004
JU2484	QG2902	between_species	HDR	NA	0.243635348550898
JU2484	QG2964	between_species	HDR	NA	0.244861299400411
JU2484	QG4232	between_species	HDR	NA	0.243549550450888
JU2484	QG786	between_species	HDR	NA	0.24386895970207
JU2484	QG791	between_species	HDR	NA	0.243911489334659
JU2484	QX1410	between_species	HDR	NA	0.245408448914974
JU2484	QX1796	between_species	HDR	NA	0.243367226634222
JU2617	JU3200	between_species	HDR	NA	0.243768156431299
JU2617	JU3207	between_species	HDR	NA	0.245452402191113
JU2617	JU3237	between_species	HDR	NA	0.246039270882419
JU2617	JU4058	between_species	HDR	NA	0.245970579052025
JU2617	NIC1052	between_species	HDR	NA	0.244985843680587
JU2617	NIC1529	between_species	HDR	NA	0.245639833910305
JU2617	NIC248	between_species	HDR	NA	0.24501376565984
JU2617	PE887	between_species	HDR	NA	0.245113525201029
JU2617	QG1005	between_species	HDR	NA	0.24484774021172
JU2617	QG2641	between_species	HDR	NA	0.245358848110379
JU2617	QG2665	between_species	HDR	NA	0.245502334355544
JU2617	QG2902	between_species	HDR	NA	0.244898434850411
JU2617	QG2964	between_species	HDR	NA	0.245847173436865
JU2617	QG4232	between_species	HDR	NA	0.245388093201556
JU2617	QG786	between_species	HDR	NA	0.245392837166965
JU2617	QG791	between_species	HDR	NA	0.245170747167035
JU2617	QX1410	between_species	HDR	NA	0.246271406229165
JU2617	QX1796	between_species	HDR	NA	0.244771167079176
JU3200	NIC2143	between_species	HDR	NA	0.242544929106265
JU3200	NIC2150	between_species	HDR	NA	0.242764938417216
JU3200	NIC2152	between_species	HDR	NA	0.240930879381637
JU3200	VX151	between_species	HDR	NA	0.242412012654859
JU3200	VX153	between_species	HDR	NA	0.24211551144809
JU3200	YR106	between_species	HDR	NA	0.241033733777695
JU3200	ZF1220	between_species	HDR	NA	0.241765635884161
JU3207	NIC2143	between_species	HDR	NA	0.244125361915149
JU3207	NIC2150	between_species	HDR	NA	0.244632658366092
JU3207	NIC2152	between_species	HDR	NA	0.242544258905189
JU3207	VX151	between_species	HDR	NA	0.244596603757011
JU3207	VX153	between_species	HDR	NA	0.244210131594295
JU3207	YR106	between_species	HDR	NA	0.242396110635774
JU3207	ZF1220	between_species	HDR	NA	0.243868341443217
JU3237	NIC2143	between_species	HDR	NA	0.244357345293463
JU3237	NIC2150	between_species	HDR	NA	0.244784940050968
JU3237	NIC2152	between_species	HDR	NA	0.242902546401663
JU3237	VX151	between_species	HDR	NA	0.244796986179254
JU3237	VX153	between_species	HDR	NA	0.244496111055194
JU3237	YR106	between_species	HDR	NA	0.242717798962742
JU3237	ZF1220	between_species	HDR	NA	0.243792149353104
JU4058	NIC2143	between_species	HDR	NA	0.244160348429729
JU4058	NIC2150	between_species	HDR	NA	0.243536253224252
JU4058	NIC2152	between_species	HDR	NA	0.242723846440984
JU4058	VX151	between_species	HDR	NA	0.24438561247447
JU4058	VX153	between_species	HDR	NA	0.243851967240477
JU4058	YR106	between_species	HDR	NA	0.242647779896489
JU4058	ZF1220	between_species	HDR	NA	0.243769284405469
NIC1052	NIC2143	between_species	HDR	NA	0.243485775371265
NIC1052	NIC2150	between_species	HDR	NA	0.243194455277781
NIC1052	NIC2152	between_species	HDR	NA	0.241658267490849
NIC1052	VX151	between_species	HDR	NA	0.243659434934059
NIC1052	VX153	between_species	HDR	NA	0.243329291206015
NIC1052	YR106	between_species	HDR	NA	0.241730047245015
NIC1052	ZF1220	between_species	HDR	NA	0.242534717515526
NIC1529	NIC2143	between_species	HDR	NA	0.243729690770393
NIC1529	NIC2150	between_species	HDR	NA	0.243776831593027
NIC1529	NIC2152	between_species	HDR	NA	0.242185370421394
NIC1529	VX151	between_species	HDR	NA	0.243776198883563
NIC1529	VX153	between_species	HDR	NA	0.243463768021749
NIC1529	YR106	between_species	HDR	NA	0.241875068751626
NIC1529	ZF1220	between_species	HDR	NA	0.242974407968687
NIC2143	NIC248	between_species	HDR	NA	0.243809062030214
NIC2143	PE887	between_species	HDR	NA	0.243612861256064
NIC2143	QG1005	between_species	HDR	NA	0.243037800303317
NIC2143	QG2641	between_species	HDR	NA	0.244329167658496
NIC2143	QG2665	between_species	HDR	NA	0.243931745718786
NIC2143	QG2902	between_species	HDR	NA	0.243867446474918
NIC2143	QG2964	between_species	HDR	NA	0.24464855675885
NIC2143	QG4232	between_species	HDR	NA	0.244905120348661
NIC2143	QG786	between_species	HDR	NA	0.244324117019698
NIC2143	QG791	between_species	HDR	NA	0.243141812181965
NIC2143	QX1410	between_species	HDR	NA	0.244861093760428
NIC2143	QX1796	between_species	HDR	NA	0.243271137012128
NIC2150	NIC248	between_species	HDR	NA	0.243875879592328
NIC2150	PE887	between_species	HDR	NA	0.243847933339754
NIC2150	QG1005	between_species	HDR	NA	0.243451519154967
NIC2150	QG2641	between_species	HDR	NA	0.244396935507075
NIC2150	QG2665	between_species	HDR	NA	0.243674554440518
NIC2150	QG2902	between_species	HDR	NA	0.243555476632554
NIC2150	QG2964	between_species	HDR	NA	0.245130152579034
NIC2150	QG4232	between_species	HDR	NA	0.244725943555914
NIC2150	QG786	between_species	HDR	NA	0.244331501350144
NIC2150	QG791	between_species	HDR	NA	0.243652491392696
NIC2150	QX1410	between_species	HDR	NA	0.245437396088846
NIC2150	QX1796	between_species	HDR	NA	0.243693513070841
NIC2152	NIC248	between_species	HDR	NA	0.242066650312977
NIC2152	PE887	between_species	HDR	NA	0.241992193582162
NIC2152	QG1005	between_species	HDR	NA	0.242040119251984
NIC2152	QG2641	between_species	HDR	NA	0.242725238806329
NIC2152	QG2665	between_species	HDR	NA	0.242634682354573
NIC2152	QG2902	between_species	HDR	NA	0.241883848713468
NIC2152	QG2964	between_species	HDR	NA	0.243341735549063
NIC2152	QG4232	between_species	HDR	NA	0.243648479172567
NIC2152	QG786	between_species	HDR	NA	0.243127641760909
NIC2152	QG791	between_species	HDR	NA	0.242200750125382
NIC2152	QX1410	between_species	HDR	NA	0.243675227877581
NIC2152	QX1796	between_species	HDR	NA	0.241768079314724
NIC248	VX151	between_species	HDR	NA	0.243791402566538
NIC248	VX153	between_species	HDR	NA	0.24344693960108
NIC248	YR106	between_species	HDR	NA	0.242156618443927
NIC248	ZF1220	between_species	HDR	NA	0.243107549597774
PE887	VX151	between_species	HDR	NA	0.243989942447706
PE887	VX153	between_species	HDR	NA	0.243675201713446
PE887	YR106	between_species	HDR	NA	0.242312537860395
PE887	ZF1220	between_species	HDR	NA	0.243146615292043
QG1005	VX151	between_species	HDR	NA	0.243406914425296
QG1005	VX153	between_species	HDR	NA	0.243088792471346
QG1005	YR106	between_species	HDR	NA	0.241500867033678
QG1005	ZF1220	between_species	HDR	NA	0.242779059703026
QG2641	VX151	between_species	HDR	NA	0.244858706722431
QG2641	VX153	between_species	HDR	NA	0.244519911554714
QG2641	YR106	between_species	HDR	NA	0.242598137782035
QG2641	ZF1220	between_species	HDR	NA	0.243659146129723
QG2665	VX151	between_species	HDR	NA	0.244145670035007
QG2665	VX153	between_species	HDR	NA	0.243765606421037
QG2665	YR106	between_species	HDR	NA	0.241601069405525
QG2665	ZF1220	between_species	HDR	NA	0.243391683777483
QG2902	VX151	between_species	HDR	NA	0.24375772897378
QG2902	VX153	between_species	HDR	NA	0.243457568573238
QG2902	YR106	between_species	HDR	NA	0.241636854779174
QG2902	ZF1220	between_species	HDR	NA	0.243033812089948
QG2964	VX151	between_species	HDR	NA	0.244933170187265
QG2964	VX153	between_species	HDR	NA	0.244549658727532
QG2964	YR106	between_species	HDR	NA	0.242881141978355
QG2964	ZF1220	between_species	HDR	NA	0.244231110286626
QG4232	VX151	between_species	HDR	NA	0.243394938518807
QG4232	VX153	between_species	HDR	NA	0.243181871562904
QG4232	YR106	between_species	HDR	NA	0.242715320154362
QG4232	ZF1220	between_species	HDR	NA	0.243799404414421
QG786	VX151	between_species	HDR	NA	0.244349372344759
QG786	VX153	between_species	HDR	NA	0.244054672759989
QG786	YR106	between_species	HDR	NA	0.24228074999565
QG786	ZF1220	between_species	HDR	NA	0.244152761347173
QG791	VX151	between_species	HDR	NA	0.244000891552594
QG791	VX153	between_species	HDR	NA	0.243651270278321
QG791	YR106	between_species	HDR	NA	0.24178983485314
QG791	ZF1220	between_species	HDR	NA	0.242922086299031
QX1410	VX151	between_species	HDR	NA	0.245494519622262
QX1410	VX153	between_species	HDR	NA	0.24518056297274
QX1410	YR106	between_species	HDR	NA	0.244258892854865
QX1410	ZF1220	between_species	HDR	NA	0.244882056356804
QX1796	VX151	between_species	HDR	NA	0.243833985338542
QX1796	VX153	between_species	HDR	NA	0.24352946030433
QX1796	YR106	between_species	HDR	NA	0.242093797144069
QX1796	ZF1220	between_species	HDR	NA	0.243179053043636
ECA1174	ECA2852	between_species	All	NA	0.199710437626187
ECA1174	ECA2857	between_species	All	NA	0.199942293457499
ECA1174	EG5268	between_species	All	NA	0.199891873116432
ECA1174	JU1418	between_species	All	NA	0.199340078515549
ECA1174	JU1419	between_species	All	NA	0.199611797862762
ECA1174	JU1420	between_species	All	NA	0.199314708865654
ECA1174	JU1422	between_species	All	NA	0.199644318636789
ECA1174	JU2484	between_species	All	NA	0.200068767292294
ECA1174	JU2617	between_species	All	NA	0.200046772680984
ECA1174	NIC2143	between_species	All	NA	0.199769897427948
ECA1174	NIC2150	between_species	All	NA	0.200026597211423
ECA1174	NIC2152	between_species	All	NA	0.199310139959814
ECA1174	VX151	between_species	All	NA	0.199644601701602
ECA1174	VX153	between_species	All	NA	0.199521618275039
ECA1174	YR106	between_species	All	NA	0.199692294155681
ECA1174	ZF1220	between_species	All	NA	0.199354301699793
ECA1657	ECA2852	between_species	All	NA	0.199798564060223
ECA1657	ECA2857	between_species	All	NA	0.200058449590508
ECA1657	EG5268	between_species	All	NA	0.199938683197003
ECA1657	JU1418	between_species	All	NA	0.199452377450199
ECA1657	JU1419	between_species	All	NA	0.199722063397544
ECA1657	JU1420	between_species	All	NA	0.199420873808036
ECA1657	JU1422	between_species	All	NA	0.199665834828434
ECA1657	JU2484	between_species	All	NA	0.200207692889676
ECA1657	JU2617	between_species	All	NA	0.200211867185503
ECA1657	NIC2143	between_species	All	NA	0.19981099671391
ECA1657	NIC2150	between_species	All	NA	0.200088149451776
ECA1657	NIC2152	between_species	All	NA	0.19925125626002
ECA1657	VX151	between_species	All	NA	0.199643118888516
ECA1657	VX153	between_species	All	NA	0.199583853834524
ECA1657	YR106	between_species	All	NA	0.199783648803247
ECA1657	ZF1220	between_species	All	NA	0.199261785850436
ECA176	ECA2852	between_species	All	NA	0.199841656402862
ECA176	ECA2857	between_species	All	NA	0.200004918975004
ECA176	EG5268	between_species	All	NA	0.200032723239787
ECA176	JU1418	between_species	All	NA	0.1994242611486
ECA176	JU1419	between_species	All	NA	0.199758642975921
ECA176	JU1420	between_species	All	NA	0.199368396494751
ECA176	JU1422	between_species	All	NA	0.199697585889038
ECA176	JU2484	between_species	All	NA	0.200102417150352
ECA176	JU2617	between_species	All	NA	0.200212199864105
ECA176	NIC2143	between_species	All	NA	0.199849695637489
ECA176	NIC2150	between_species	All	NA	0.200125390638776
ECA176	NIC2152	between_species	All	NA	0.199383073660463
ECA176	VX151	between_species	All	NA	0.199716997063389
ECA176	VX153	between_species	All	NA	0.199586816060988
ECA176	YR106	between_species	All	NA	0.199737780868996
ECA176	ZF1220	between_species	All	NA	0.199419277334708
ECA2852	EG6271	between_species	All	NA	0.199989672009162
ECA2852	JU3200	between_species	All	NA	0.199012127063928
ECA2852	JU3207	between_species	All	NA	0.1997001889718
ECA2852	JU3237	between_species	All	NA	0.200187222774554
ECA2852	JU4058	between_species	All	NA	0.200002557540617
ECA2852	NIC1052	between_species	All	NA	0.199742586225762
ECA2852	NIC1529	between_species	All	NA	0.199590130313291
ECA2852	NIC248	between_species	All	NA	0.20006616861199
ECA2852	PE887	between_species	All	NA	0.199947086389138
ECA2852	QG1005	between_species	All	NA	0.199639214354755
ECA2852	QG2641	between_species	All	NA	0.199710640638625
ECA2852	QG2665	between_species	All	NA	0.199688678725466
ECA2852	QG2902	between_species	All	NA	0.199955257733019
ECA2852	QG2964	between_species	All	NA	0.199808250382896
ECA2852	QG4232	between_species	All	NA	0.199262150444074
ECA2852	QG786	between_species	All	NA	0.199808212771842
ECA2852	QG791	between_species	All	NA	0.199718189244788
ECA2852	QX1410	between_species	All	NA	0.201070163360595
ECA2852	QX1796	between_species	All	NA	0.199740680790554
ECA2857	EG6271	between_species	All	NA	0.200340125809417
ECA2857	JU3200	between_species	All	NA	0.199281614522715
ECA2857	JU3207	between_species	All	NA	0.200006707384296
ECA2857	JU3237	between_species	All	NA	0.200327897627709
ECA2857	JU4058	between_species	All	NA	0.200276899086745
ECA2857	NIC1052	between_species	All	NA	0.199950186273717
ECA2857	NIC1529	between_species	All	NA	0.199858754082091
ECA2857	NIC248	between_species	All	NA	0.200387257378787
ECA2857	PE887	between_species	All	NA	0.200202458723466
ECA2857	QG1005	between_species	All	NA	0.19988979342045
ECA2857	QG2641	between_species	All	NA	0.20008141940044
ECA2857	QG2665	between_species	All	NA	0.199836812681791
ECA2857	QG2902	between_species	All	NA	0.200217639306411
ECA2857	QG2964	between_species	All	NA	0.2001174040556
ECA2857	QG4232	between_species	All	NA	0.199279501670605
ECA2857	QG786	between_species	All	NA	0.199953013667908
ECA2857	QG791	between_species	All	NA	0.199960450827192
ECA2857	QX1410	between_species	All	NA	0.201442032896814
ECA2857	QX1796	between_species	All	NA	0.200033799469184
EG5268	EG6271	between_species	All	NA	0.200241343373341
EG5268	JU3200	between_species	All	NA	0.199092080021195
EG5268	JU3207	between_species	All	NA	0.199941580090662
EG5268	JU3237	between_species	All	NA	0.200358594076665
EG5268	JU4058	between_species	All	NA	0.200096159069847
EG5268	NIC1052	between_species	All	NA	0.19992612313075
EG5268	NIC1529	between_species	All	NA	0.199746178672611
EG5268	NIC248	between_species	All	NA	0.200243107339106
EG5268	PE887	between_species	All	NA	0.200051903608054
EG5268	QG1005	between_species	All	NA	0.199634098016584
EG5268	QG2641	between_species	All	NA	0.199940300173158
EG5268	QG2665	between_species	All	NA	0.199788387671558
EG5268	QG2902	between_species	All	NA	0.200129826917575
EG5268	QG2964	between_species	All	NA	0.199908193134858
EG5268	QG4232	between_species	All	NA	0.199392201613376
EG5268	QG786	between_species	All	NA	0.199983945751658
EG5268	QG791	between_species	All	NA	0.199856623159229
EG5268	QX1410	between_species	All	NA	0.201189205368914
EG5268	QX1796	between_species	All	NA	0.199910067939553
EG6271	JU1418	between_species	All	NA	0.19967172265443
EG6271	JU1419	between_species	All	NA	0.200045276880202
EG6271	JU1420	between_species	All	NA	0.199657861852474
EG6271	JU1422	between_species	All	NA	0.200061345641655
EG6271	JU2484	between_species	All	NA	0.20037070259925
EG6271	JU2617	between_species	All	NA	0.200526479302988
EG6271	NIC2143	between_species	All	NA	0.200137104249041
EG6271	NIC2150	between_species	All	NA	0.200456841128535
EG6271	NIC2152	between_species	All	NA	0.199734257785411
EG6271	VX151	between_species	All	NA	0.199959529438645
EG6271	VX153	between_species	All	NA	0.199963719376269
EG6271	YR106	between_species	All	NA	0.200077317765836
EG6271	ZF1220	between_species	All	NA	0.199774716716509
JU1418	JU3200	between_species	All	NA	0.198670632076888
JU1418	JU3207	between_species	All	NA	0.199219986948827
JU1418	JU3237	between_species	All	NA	0.199648414259125
JU1418	JU4058	between_species	All	NA	0.199449324232129
JU1418	NIC1052	between_species	All	NA	0.199416091021669
JU1418	NIC1529	between_species	All	NA	0.199169080903216
JU1418	NIC248	between_species	All	NA	0.199638443100268
JU1418	PE887	between_species	All	NA	0.199444803219269
JU1418	QG1005	between_species	All	NA	0.199202412421448
JU1418	QG2641	between_species	All	NA	0.199459628965977
JU1418	QG2665	between_species	All	NA	0.199264096323069
JU1418	QG2902	between_species	All	NA	0.199637598997014
JU1418	QG2964	between_species	All	NA	0.199407304064703
JU1418	QG4232	between_species	All	NA	0.198933038206139
JU1418	QG786	between_species	All	NA	0.199354450595952
JU1418	QG791	between_species	All	NA	0.199276674736984
JU1418	QX1410	between_species	All	NA	0.200891982290913
JU1418	QX1796	between_species	All	NA	0.199364544979892
JU1419	JU3200	between_species	All	NA	0.198954171672466
JU1419	JU3207	between_species	All	NA	0.199611289602705
JU1419	JU3237	between_species	All	NA	0.200094800191366
JU1419	JU4058	between_species	All	NA	0.199805691476601
JU1419	NIC1052	between_species	All	NA	0.199633186061701
JU1419	NIC1529	between_species	All	NA	0.199504014789174
JU1419	NIC248	between_species	All	NA	0.199967762131243
JU1419	PE887	between_species	All	NA	0.199806859330347
JU1419	QG1005	between_species	All	NA	0.199549606225405
JU1419	QG2641	between_species	All	NA	0.199871339167024
JU1419	QG2665	between_species	All	NA	0.199668386700308
JU1419	QG2902	between_species	All	NA	0.199965128670777
JU1419	QG2964	between_species	All	NA	0.199835635256817
JU1419	QG4232	between_species	All	NA	0.199165209584386
JU1419	QG786	between_species	All	NA	0.199782996570743
JU1419	QG791	between_species	All	NA	0.199568671161231
JU1419	QX1410	between_species	All	NA	0.201147100341909
JU1419	QX1796	between_species	All	NA	0.199631350191168
JU1420	JU3200	between_species	All	NA	0.198713862550088
JU1420	JU3207	between_species	All	NA	0.199251608822487
JU1420	JU3237	between_species	All	NA	0.199677284397451
JU1420	JU4058	between_species	All	NA	0.199466543605536
JU1420	NIC1052	between_species	All	NA	0.199320070731647
JU1420	NIC1529	between_species	All	NA	0.199239590452383
JU1420	NIC248	between_species	All	NA	0.199645338009779
JU1420	PE887	between_species	All	NA	0.199507819380381
JU1420	QG1005	between_species	All	NA	0.199216049457146
JU1420	QG2641	between_species	All	NA	0.199541417809296
JU1420	QG2665	between_species	All	NA	0.199255936384573
JU1420	QG2902	between_species	All	NA	0.199654660962977
JU1420	QG2964	between_species	All	NA	0.199466065782964
JU1420	QG4232	between_species	All	NA	0.199054743005157
JU1420	QG786	between_species	All	NA	0.199394422244743
JU1420	QG791	between_species	All	NA	0.199276920889875
JU1420	QX1410	between_species	All	NA	0.20086957638771
JU1420	QX1796	between_species	All	NA	0.199379551036651
JU1422	JU3200	between_species	All	NA	0.198811755356393
JU1422	JU3207	between_species	All	NA	0.199577073958174
JU1422	JU3237	between_species	All	NA	0.199960584143751
JU1422	JU4058	between_species	All	NA	0.199851169585248
JU1422	NIC1052	between_species	All	NA	0.199479318462316
JU1422	NIC1529	between_species	All	NA	0.199534330758637
JU1422	NIC248	between_species	All	NA	0.199944010631851
JU1422	PE887	between_species	All	NA	0.199750131450202
JU1422	QG1005	between_species	All	NA	0.199483788397245
JU1422	QG2641	between_species	All	NA	0.199789195731133
JU1422	QG2665	between_species	All	NA	0.199567250537139
JU1422	QG2902	between_species	All	NA	0.199851077501295
JU1422	QG2964	between_species	All	NA	0.199794444038994
JU1422	QG4232	between_species	All	NA	0.198989195712117
JU1422	QG786	between_species	All	NA	0.199721399481722
JU1422	QG791	between_species	All	NA	0.199507716104461
JU1422	QX1410	between_species	All	NA	0.2012526237248
JU1422	QX1796	between_species	All	NA	0.199661640263376
JU2484	JU3200	between_species	All	NA	0.199418968688013
JU2484	JU3207	between_species	All	NA	0.200187410733877
JU2484	JU3237	between_species	All	NA	0.200425749138718
JU2484	JU4058	between_species	All	NA	0.200447664897201
JU2484	NIC1052	between_species	All	NA	0.200000224379651
JU2484	NIC1529	between_species	All	NA	0.199942705960017
JU2484	NIC248	between_species	All	NA	0.200502198605606
JU2484	PE887	between_species	All	NA	0.200228102332581
JU2484	QG1005	between_species	All	NA	0.199986933371757
JU2484	QG2641	between_species	All	NA	0.200229978727717
JU2484	QG2665	between_species	All	NA	0.199994423928662
JU2484	QG2902	between_species	All	NA	0.200294706438384
JU2484	QG2964	between_species	All	NA	0.200326173834823
JU2484	QG4232	between_species	All	NA	0.199324696318698
JU2484	QG786	between_species	All	NA	0.200113534588856
JU2484	QG791	between_species	All	NA	0.200210733691257
JU2484	QX1410	between_species	All	NA	0.201440231422608
JU2484	QX1796	between_species	All	NA	0.200094728236662
JU2617	JU3200	between_species	All	NA	0.199349734414923
JU2617	JU3207	between_species	All	NA	0.200103530637776
JU2617	JU3237	between_species	All	NA	0.200511970031275
JU2617	JU4058	between_species	All	NA	0.200400458612497
JU2617	NIC1052	between_species	All	NA	0.200104249433335
JU2617	NIC1529	between_species	All	NA	0.200102344250333
JU2617	NIC248	between_species	All	NA	0.200456196674863
JU2617	PE887	between_species	All	NA	0.200253016184839
JU2617	QG1005	between_species	All	NA	0.200014061451643
JU2617	QG2641	between_species	All	NA	0.200153155984583
JU2617	QG2665	between_species	All	NA	0.200129704050888
JU2617	QG2902	between_species	All	NA	0.200342319488188
JU2617	QG2964	between_species	All	NA	0.200258015765686
JU2617	QG4232	between_species	All	NA	0.199739678252294
JU2617	QG786	between_species	All	NA	0.200178435005631
JU2617	QG791	between_species	All	NA	0.200166886700486
JU2617	QX1410	between_species	All	NA	0.201637766016554
JU2617	QX1796	between_species	All	NA	0.200077087093799
JU3200	NIC2143	between_species	All	NA	0.199245121667697
JU3200	NIC2150	between_species	All	NA	0.199530512557747
JU3200	NIC2152	between_species	All	NA	0.198768315511761
JU3200	VX151	between_species	All	NA	0.198856153635154
JU3200	VX153	between_species	All	NA	0.198802179783828
JU3200	YR106	between_species	All	NA	0.198901700843175
JU3200	ZF1220	between_species	All	NA	0.198626301180887
JU3207	NIC2143	between_species	All	NA	0.199806587980632
JU3207	NIC2150	between_species	All	NA	0.200134431586434
JU3207	NIC2152	between_species	All	NA	0.199293525465689
JU3207	VX151	between_species	All	NA	0.19963656249132
JU3207	VX153	between_species	All	NA	0.199584291335807
JU3207	YR106	between_species	All	NA	0.199630450860807
JU3207	ZF1220	between_species	All	NA	0.199332974706359
JU3237	NIC2143	between_species	All	NA	0.200208894925702
JU3237	NIC2150	between_species	All	NA	0.20044576990356
JU3237	NIC2152	between_species	All	NA	0.199696659633935
JU3237	VX151	between_species	All	NA	0.200022055447745
JU3237	VX153	between_species	All	NA	0.199943426905024
JU3237	YR106	between_species	All	NA	0.200074338790204
JU3237	ZF1220	between_species	All	NA	0.199713258977007
JU4058	NIC2143	between_species	All	NA	0.199970081044425
JU4058	NIC2150	between_species	All	NA	0.200100026037745
JU4058	NIC2152	between_species	All	NA	0.199563214534899
JU4058	VX151	between_species	All	NA	0.199861442967401
JU4058	VX153	between_species	All	NA	0.199730675135689
JU4058	YR106	between_species	All	NA	0.199929248201838
JU4058	ZF1220	between_species	All	NA	0.19952829126419
NIC1052	NIC2143	between_species	All	NA	0.199742414440181
NIC1052	NIC2150	between_species	All	NA	0.200036125321531
