isotype	Sublineage	Lineage	lat	long	geo	geo_color	abslat	subpop	adm_color	lineage_color	sublineage_color
ECA1701	TS2	Tropical	19.110589	-155.82645	Hawaii	#66C2A5	19.110589	Admixed	gray80	#ff0000	#ff77ab
ECA175	TS2	Tropical	21.306265	-157.851375	Hawaii	#66C2A5	21.306265	T	#F479FF	#ff0000	#ff77ab
ECA176	TS2	Tropical	21.386338	-157.925536	Hawaii	#66C2A5	21.386338	T	#F479FF	#ff0000	#ff77ab
ECA177	TS2	Tropical	21.282235	-157.801556	Hawaii	#66C2A5	21.282235	T	#F479FF	#ff0000	#ff77ab
ECA180	TS2	Tropical	21.3114	-157.7964	Hawaii	#66C2A5	21.3114	T	#F479FF	#ff0000	#ff77ab
ECA182	TS2	Tropical	21.465	-157.9968	Hawaii	#66C2A5	21.465	T	#F479FF	#ff0000	#ff77ab
ECA183	TS2	Tropical	21.258435	-157.766307	Hawaii	#66C2A5	21.258435	T	#F479FF	#ff0000	#ff77ab
ECA185	TS2	Tropical	21.296233	-157.701988	Hawaii	#66C2A5	21.296233	T	#F479FF	#ff0000	#ff77ab
ECA186	TS2	Tropical	21.303087	-157.827917	Hawaii	#66C2A5	21.303087	T	#F479FF	#ff0000	#ff77ab
ECA2083	TS2	Tropical	21.320797	-157.81977	Hawaii	#66C2A5	21.320797	T	#F479FF	#ff0000	#ff77ab
ECA2093	TS2	Tropical	20.948832	-156.53565	Hawaii	#66C2A5	20.948832	Admixed	gray80	#ff0000	#ff77ab
ECA2115	TS2	Tropical	20.952098	-156.53317	Hawaii	#66C2A5	20.952098	Admixed	gray80	#ff0000	#ff77ab
ECA2373	TS2	Tropical	20.837072	-156.28088	Hawaii	#66C2A5	20.837072	Admixed	gray80	#ff0000	#ff77ab
ECA2425	TS2	Tropical	20.038736	-155.44001	Hawaii	#66C2A5	20.038736	T	#F479FF	#ff0000	#ff77ab
ECA2623	TS2	Tropical	12.17453	-61.62731	Caribbean	#FFD92F	12.17453	U	#5F0158	#ff0000	#ff77ab
ECA2625	TS2	Tropical	-26.6228223	152.6905986	Australia	#FC8D62	26.6228223	T	#F479FF	#ff0000	#ff77ab
ECA2626	TS2	Tropical	-26.62221389	152.6910056	Australia	#FC8D62	26.62221389	T	#F479FF	#ff0000	#ff77ab
ECA2636	TS2	Tropical	-26.3674836	152.5852451	Australia	#FC8D62	26.3674836	T	#F479FF	#ff0000	#ff77ab
ECA2637	TS2	Tropical	-26.3674836	152.5852451	Australia	#FC8D62	26.3674836	Admixed	gray80	#ff0000	#ff77ab
ECA2645	TS2	Tropical	-26.62221389	152.6910056	Australia	#FC8D62	26.62221389	T	#F479FF	#ff0000	#ff77ab
ECA2663	TS2	Tropical	-26.6213395	152.6923809	Australia	#FC8D62	26.6213395	T	#F479FF	#ff0000	#ff77ab
ECA2664	TS2	Tropical	12.17453	-61.62731	Caribbean	#FFD92F	12.17453	U	#5F0158	#ff0000	#ff77ab
ECA2667	TS2	Tropical	-26.36741111	152.5852889	Australia	#FC8D62	26.36741111	T	#F479FF	#ff0000	#ff77ab
ECA2808	TS2	Tropical	29.642849	-82.34452	North America	#A65628	29.642849	Admixed	gray80	#ff0000	#ff77ab
ECA288	TS2	Tropical	9.926663289	-84.04235373	Central America	#8DA0CB	9.926663289	Admixed	gray80	#ff0000	#ff77ab
ECA2883	TS2	Tropical	21.3570225	-157.7642941	Hawaii	#66C2A5	21.3570225	T	#F479FF	#ff0000	#ff77ab
ECA2890	TS2	Tropical	21.3557721	-157.7653457	Hawaii	#66C2A5	21.3557721	T	#F479FF	#ff0000	#ff77ab
ECA2894	TS2	Tropical	21.3570225	-157.7642941	Hawaii	#66C2A5	21.3570225	T	#F479FF	#ff0000	#ff77ab
ECA2975	TS2	Tropical	22.0638967	-159.3522759	Hawaii	#66C2A5	22.0638967	T	#F479FF	#ff0000	#ff77ab
ECA3091	TS2	Tropical	21.3291451	-157.8211953	Hawaii	#66C2A5	21.3291451	T	#F479FF	#ff0000	#ff77ab
ECA343	TS2	Tropical	21.3166667	-157.8202778	Hawaii	#66C2A5	21.3166667	T	#F479FF	#ff0000	#ff77ab
ECA346	TS2	Tropical	26.461525	-82.0554972	North America	#A65628	26.461525	Admixed	gray80	#ff0000	#ff77ab
ECA3503	TS2	Tropical	22.075157	-159.41413	Hawaii	#66C2A5	22.075157	T	#F479FF	#ff0000	#ff77ab
ECA3509	TS2	Tropical	22.081717	-159.412805	Hawaii	#66C2A5	22.081717	T	#F479FF	#ff0000	#ff77ab
ECA3708	TS2	Tropical	21.57379444	-158.2086139	Hawaii	#66C2A5	21.57379444	T	#F479FF	#ff0000	#ff77ab
ECA371	TS2	Tropical	22.0286111	-159.3825	Hawaii	#66C2A5	22.0286111	T	#F479FF	#ff0000	#ff77ab
ECA3712	TS2	Tropical	21.63066111	-158.0478667	Hawaii	#66C2A5	21.63066111	T	#F479FF	#ff0000	#ff77ab
ECA3713	TS2	Tropical	21.63323889	-158.05215	Hawaii	#66C2A5	21.63323889	T	#F479FF	#ff0000	#ff77ab
ECA3899	TS2	Tropical	21.87481389	-159.4416472	Hawaii	#66C2A5	21.87481389	T	#F479FF	#ff0000	#ff77ab
ED3032	TS2	Tropical	25.158056	121.515831	Taiwan	#E5C494	25.158056	Admixed	gray80	#ff0000	#ff77ab
ED3037	TS2	Tropical	25.123667	121.532982	Taiwan	#E5C494	25.123667	Admixed	gray80	#ff0000	#ff77ab
ED3088	TS2	Tropical	-26.166667	28.016667	Africa	#A6D854	26.166667	Admixed	gray80	#ff0000	#ff77ab
EG5612	TS2	Tropical	-23.18	-44.19	South America	#E78AC3	23.18	I	#77C002	#ff0000	#ff77ab
EG5613	TS2	Tropical	-23.18234	-44.19456	South America	#E78AC3	23.18234	Admixed	gray80	#ff0000	#ff77ab
EG6179	TS2	Tropical	-17.53	-149.83	Pacific	#611EA1	17.53	T	#F479FF	#ff0000	#ff77ab
EG6260	TS2	Tropical	18.11	-66.16	Caribbean	#FFD92F	18.11	U	#5F0158	#ff0000	#ff77ab
EG6261	TS2	Tropical	18.11	-66.16	Caribbean	#FFD92F	18.11	Admixed	gray80	#ff0000	#ff77ab
EG6267	TS2	Tropical	18.45	-66	Caribbean	#FFD92F	18.45	Admixed	gray80	#ff0000	#ff77ab
EG6271	TS2	Tropical	18.3	-65.8	Caribbean	#FFD92F	18.3	U	#5F0158	#ff0000	#ff77ab
EG6272	TS2	Tropical	18.45	-66	Caribbean	#FFD92F	18.45	Admixed	gray80	#ff0000	#ff77ab
EG6274	TS2	Tropical	-23.5	-46.7	South America	#E78AC3	23.5	T	#F479FF	#ff0000	#ff77ab
EG6275	TS2	Tropical	-23.5	-46.7	South America	#E78AC3	23.5	T	#F479FF	#ff0000	#ff77ab
EG6276	TS2	Tropical	-23.5	-46.7	South America	#E78AC3	23.5	T	#F479FF	#ff0000	#ff77ab
EG6329	TS2	Tropical	18.3	-65.8	Caribbean	#FFD92F	18.3	Admixed	gray80	#ff0000	#ff77ab
GXW22	TS2	Tropical	23.15	113.35	Asia	#399EB8	23.15	Admixed	gray80	#ff0000	#ff77ab
GXW23	TS2	Tropical	30.54	114.42	Asia	#399EB8	30.54	Admixed	gray80	#ff0000	#ff77ab
HPT16	TS2	Tropical	-7.822561	112.5870957	Pacific	#611EA1	7.822561	Admixed	gray80	#ff0000	#ff77ab
HPT19	TS2	Tropical	-7.8235187	112.5881514	Pacific	#611EA1	7.8235187	Admixed	gray80	#ff0000	#ff77ab
HPT2	TS2	Tropical	-7.800708	112.515721	Pacific	#611EA1	7.800708	Admixed	gray80	#ff0000	#ff77ab
HPT21	TS2	Tropical	-7.8254539	112.5897866	Pacific	#611EA1	7.8254539	L	#05DEA2	#ff0000	#ff77ab
HPT34	TS2	Tropical	-5.256105	119.863864	Pacific	#611EA1	5.256105	Admixed	gray80	#ff0000	#ff77ab
HPT37	TS2	Tropical	-5.256498	119.864142	Pacific	#611EA1	5.256498	Admixed	gray80	#ff0000	#ff77ab
HPT4	TS2	Tropical	-7.801594	112.517286	Pacific	#611EA1	7.801594	Admixed	gray80	#ff0000	#ff77ab
HPT42	TS2	Tropical	-5.252889	119.865139	Pacific	#611EA1	5.252889	Admixed	gray80	#ff0000	#ff77ab
HPT52	TS2	Tropical	-8.5405	115.1725	Pacific	#611EA1	8.5405	Admixed	gray80	#ff0000	#ff77ab
HPT53	TS2	Tropical	-8.526342	115.167778	Pacific	#611EA1	8.526342	L	#05DEA2	#ff0000	#ff77ab
HPT54	TS2	Tropical	-8.530492	115.164917	Pacific	#611EA1	8.530492	L	#05DEA2	#ff0000	#ff77ab
HPT55	TS2	Tropical	-8.53075	115.164939	Pacific	#611EA1	8.53075	L	#05DEA2	#ff0000	#ff77ab
HPT59	TS2	Tropical	-8.52519	115.16689	Pacific	#611EA1	8.52519	L	#05DEA2	#ff0000	#ff77ab
HPT60	TS2	Tropical	-8.52522	115.16686	Pacific	#611EA1	8.52522	L	#05DEA2	#ff0000	#ff77ab
HPT63	TS2	Tropical	-8.37285	115.4541	Pacific	#611EA1	8.37285	L	#05DEA2	#ff0000	#ff77ab
HPT7	TS2	Tropical	-7.804727	112.51613	Pacific	#611EA1	7.804727	Admixed	gray80	#ff0000	#ff77ab
HPT8	TS2	Tropical	-7.80504	112.51691	Pacific	#611EA1	7.80504	Admixed	gray80	#ff0000	#ff77ab
HPT9	TS2	Tropical	-7.803102	112.515932	Pacific	#611EA1	7.803102	Admixed	gray80	#ff0000	#ff77ab
JU1337	TS2	Tropical	8.32	77.075	Asia	#399EB8	8.32	Admixed	gray80	#ff0000	#ff77ab
JU1338	TS2	Tropical	8.509	76.956	Asia	#399EB8	8.509	A	#4B0401	#ff0000	#ff77ab
JU1344	TS2	Tropical	8.7629	77.1155	Cosmopolitan	gray30	8.7629	Cosmopolitan	white	#ff0000	#ff77ab
JU1346	TS2	Tropical	9.55	76.8	Asia	#399EB8	9.55	A	#4B0401	#ff0000	#ff77ab
JU1347	TS2	Tropical	9.6	77.13	Asia	#399EB8	9.6	Admixed	gray80	#ff0000	#ff77ab
JU1375	TS2	Tropical	-21.0469	55.6885	Africa	#A6D854	21.0469	Admixed	gray80	#ff0000	#ff77ab
JU1377	TS2	Tropical	-21.0476	55.6905	Africa	#A6D854	21.0476	Admixed	gray80	#ff0000	#ff77ab
JU1378	TS2	Tropical	-21.0478	55.6878	Africa	#A6D854	21.0478	Admixed	gray80	#ff0000	#ff77ab
JU1392	TS2	Tropical	-22.916	-43.173	South America	#E78AC3	22.916	T	#F479FF	#ff0000	#ff77ab
JU1424	TS2	Tropical	22.4	105.6	Asia	#399EB8	22.4	A	#4B0401	#ff0000	#ff77ab
JU1435	TS2	Tropical	-21.05	55.27	Africa	#A6D854	21.05	Admixed	gray80	#ff0000	#ff77ab
JU1637	TS2	Tropical	17.1363	-25.0682	Africa	#A6D854	17.1363	Admixed	gray80	#ff0000	#ff77ab
JU1638	TS2	Tropical	17.13768	-25.06689	Africa	#A6D854	17.13768	Admixed	gray80	#ff0000	#ff77ab
JU1794	TS2	Tropical	-16.8	-151.5	Pacific	#611EA1	16.8	Admixed	gray80	#ff0000	#ff77ab
JU1795	TS2	Tropical	-16.8	-151.5	Pacific	#611EA1	16.8	T	#F479FF	#ff0000	#ff77ab
JU1799	TS2	Tropical	-21.12	55.778	Africa	#A6D854	21.12	Admixed	gray80	#ff0000	#ff77ab
JU1802	TS2	Tropical	-21.12	55.778	Africa	#A6D854	21.12	Admixed	gray80	#ff0000	#ff77ab
JU1814	TS2	Tropical	4.9459	-52.316883	South America	#E78AC3	4.9459	U	#5F0158	#ff0000	#ff77ab
JU1884	TS2	Tropical	15.7	-88.8	Central America	#8DA0CB	15.7	T	#F479FF	#ff0000	#ff77ab
JU1885	TS2	Tropical	7.2995	80.6437	Asia	#399EB8	7.2995	Admixed	gray80	#ff0000	#ff77ab
JU1907	TS2	Tropical	-17.495	145.612	Australia	#FC8D62	17.495	Admixed	gray80	#ff0000	#ff77ab
JU1908	TS2	Tropical	-17.495	145.612	Australia	#FC8D62	17.495	L	#05DEA2	#ff0000	#ff77ab
JU1909	TS2	Tropical	-18.5245	146.3327	Australia	#FC8D62	18.5245	L	#05DEA2	#ff0000	#ff77ab
JU1913	TS2	Tropical	-20.37	148.85	Australia	#FC8D62	20.37	Admixed	gray80	#ff0000	#ff77ab
JU2053	TS2	Tropical	21.96385	-159.35838	Cosmopolitan	gray30	21.96385	Cosmopolitan	white	#ff0000	#ff77ab
JU2054	TS2	Tropical	21.96385	-159.35838	Hawaii	#66C2A5	21.96385	T	#F479FF	#ff0000	#ff77ab
JU2056	TS2	Tropical	22.219	-159.5763	Hawaii	#66C2A5	22.219	T	#F479FF	#ff0000	#ff77ab
JU2214	TS2	Tropical	-6.462863	-76.335715	South America	#E78AC3	6.462863	Admixed	gray80	#ff0000	#ff77ab
JU2472	TS2	Tropical	-12.732834	45.186209	Africa	#A6D854	12.732834	Admixed	gray80	#ff0000	#ff77ab
JU2506	TS2	Tropical	48.7015	2.1725	Cosmopolitan	gray30	48.7015	Cosmopolitan	white	#ff0000	#ff77ab
JU2747	TS2	Tropical	16.1761	-61.6951	Cosmopolitan	gray30	16.1761	Cosmopolitan	white	#ff0000	#ff77ab
JU2799	TS2	Tropical	51.5378	9.9359	Europe	#E41A1C	51.5378	Admixed	gray80	#ff0000	#ff77ab
JU2836	TS2	Tropical	20.66143	-105.253201	Central America	#8DA0CB	20.66143	Admixed	gray80	#ff0000	#ff77ab
JU2849	TS2	Tropical	-20.382477	-43.505978	South America	#E78AC3	20.382477	I	#77C002	#ff0000	#ff77ab
JU2861	TS2	Tropical	52.1944	0.1264	Europe	#E41A1C	52.1944	T	#F479FF	#ff0000	#ff77ab
JU2868	TS2	Tropical	48.2053	16.3666	Europe	#E41A1C	48.2053	T	#F479FF	#ff0000	#ff77ab
JU3171	TS2	Tropical	0.289	6.612	Cosmopolitan	gray30	0.289	Cosmopolitan	white	#ff0000	#ff77ab
JU3207	TS2	Tropical	13.07206	77.58014	Asia	#399EB8	13.07206	T	#F479FF	#ff0000	#ff77ab
JU3281	TS2	Tropical	50.0711	14.42028	Europe	#E41A1C	50.0711	Admixed	gray80	#ff0000	#ff77ab
JU3319	TS2	Tropical	31.2306	121.4718	Asia	#399EB8	31.2306	Admixed	gray80	#ff0000	#ff77ab
JU3321	TS2	Tropical	31.15	121.44305	Asia	#399EB8	31.15	L	#05DEA2	#ff0000	#ff77ab
JU3327	TS2	Tropical	31.23025	121.3955	Asia	#399EB8	31.23025	L	#05DEA2	#ff0000	#ff77ab
JU4042	TS2	Tropical	21.03892	105.83122	Asia	#399EB8	21.03892	L	#05DEA2	#ff0000	#ff77ab
JU4051	TS2	Tropical	22.3228	103.8841	Asia	#399EB8	22.3228	A	#4B0401	#ff0000	#ff77ab
JU4058	TS2	Tropical	22.301	103.9218	Asia	#399EB8	22.301	Admixed	gray80	#ff0000	#ff77ab
JU4060	TS2	Tropical	22.2901	103.9332	Asia	#399EB8	22.2901	A	#4B0401	#ff0000	#ff77ab
JU4062	TS2	Tropical	22.2898	103.9338	Asia	#399EB8	22.2898	A	#4B0401	#ff0000	#ff77ab
JU4064	TS2	Tropical	22.2883	103.9369	Asia	#399EB8	22.2883	A	#4B0401	#ff0000	#ff77ab
JU4080	TS2	Tropical	12.0641	108.5043	Asia	#399EB8	12.0641	Admixed	gray80	#ff0000	#ff77ab
JU4084	TS2	Tropical	12.1639	108.6667	Asia	#399EB8	12.1639	A	#4B0401	#ff0000	#ff77ab
JU4097	TS2	Tropical	12.15426	108.65825	Asia	#399EB8	12.15426	A	#4B0401	#ff0000	#ff77ab
JU725	TS2	Tropical	24.75	110.5	Asia	#399EB8	24.75	Admixed	gray80	#ff0000	#ff77ab
MY2716	TS2	Tropical	54.3491	10.11505	Europe	#E41A1C	54.3491	T	#F479FF	#ff0000	#ff77ab
MY539	TS2	Tropical	54.3491	10.11505	Europe	#E41A1C	54.3491	T	#F479FF	#ff0000	#ff77ab
NIC1062	TS2	Tropical	20.68576	-88.20927	Central America	#8DA0CB	20.68576	Admixed	gray80	#ff0000	#ff77ab
NIC1069	TS2	Tropical	20.67859	-88.56941	Central America	#8DA0CB	20.67859	Admixed	gray80	#ff0000	#ff77ab
NIC1104	TS2	Tropical	3.638367	-76.198343	South America	#E78AC3	3.638367	Admixed	gray80	#ff0000	#ff77ab
NIC1106	TS2	Tropical	3.45893	-76.531944	South America	#E78AC3	3.45893	Admixed	gray80	#ff0000	#ff77ab
NIC1117	TS2	Tropical	-12.837789	-71.365833	South America	#E78AC3	12.837789	T	#F479FF	#ff0000	#ff77ab
NIC1123	TS2	Tropical	-12.87435802	-69.49724601	South America	#E78AC3	12.87435802	A	#4B0401	#ff0000	#ff77ab
NIC115	TS2	Tropical	16.0207	-61.597	Caribbean	#FFD92F	16.0207	U	#5F0158	#ff0000	#ff77ab
NIC117	TS2	Tropical	16.1779	-61.6563	Caribbean	#FFD92F	16.1779	U	#5F0158	#ff0000	#ff77ab
NIC119	TS2	Tropical	16.1779	-61.6563	Caribbean	#FFD92F	16.1779	U	#5F0158	#ff0000	#ff77ab
NIC1202	TS2	Tropical	26.22481	119.99506	Asia	#399EB8	26.22481	Admixed	gray80	#ff0000	#ff77ab
NIC1204	TS2	Tropical	26.22481	119.99506	Asia	#399EB8	26.22481	Admixed	gray80	#ff0000	#ff77ab
NIC1218	TS2	Tropical	25.95224	119.9771	Asia	#399EB8	25.95224	Admixed	gray80	#ff0000	#ff77ab
NIC1221	TS2	Tropical	25.95147	119.96883	Asia	#399EB8	25.95147	Admixed	gray80	#ff0000	#ff77ab
NIC123	TS2	Tropical	16.1779	-61.6563	Caribbean	#FFD92F	16.1779	U	#5F0158	#ff0000	#ff77ab
NIC1308	TS2	Tropical	4.864420993	-52.34596004	South America	#E78AC3	4.864420993	Admixed	gray80	#ff0000	#ff77ab
NIC1525	TS2	Tropical	-17.088793	49.827329	Africa	#A6D854	17.088793	Admixed	gray80	#ff0000	#ff77ab
NIC1528	TS2	Tropical	-16.755721	49.99665	Africa	#A6D854	16.755721	U	#5F0158	#ff0000	#ff77ab
NIC1529	TS2	Tropical	-16.755873	49.996516	Africa	#A6D854	16.755873	Admixed	gray80	#ff0000	#ff77ab
NIC1533	TS2	Tropical	-16.75706	49.993077	Africa	#A6D854	16.75706	Admixed	gray80	#ff0000	#ff77ab
NIC1535	TS2	Tropical	-17.088793	49.827329	Africa	#A6D854	17.088793	Admixed	gray80	#ff0000	#ff77ab
NIC1628	TS2	Tropical	25.02113	121.58315	Taiwan	#E5C494	25.02113	L	#05DEA2	#ff0000	#ff77ab
NIC1688	TS2	Tropical	25.03266	121.587	Taiwan	#E5C494	25.03266	Admixed	gray80	#ff0000	#ff77ab
NIC17	TS2	Tropical	-21.027	55.538	Africa	#A6D854	21.027	Admixed	gray80	#ff0000	#ff77ab
NIC187	TS2	Tropical	15.8552	-61.5976	Caribbean	#FFD92F	15.8552	U	#5F0158	#ff0000	#ff77ab
NIC188	TS2	Tropical	16.0455	-61.6938	Caribbean	#FFD92F	16.0455	U	#5F0158	#ff0000	#ff77ab
NIC191	TS2	Tropical	16.0455	-61.6938	Caribbean	#FFD92F	16.0455	U	#5F0158	#ff0000	#ff77ab
NIC2369	TS2	Tropical	4.037352959	-52.67165498	South America	#E78AC3	4.037352959	I	#77C002	#ff0000	#ff77ab
NIC248	TS2	Tropical	15.853547	-61.631073	Caribbean	#FFD92F	15.853547	U	#5F0158	#ff0000	#ff77ab
NIC250	TS2	Tropical	16.0207	-61.597	Caribbean	#FFD92F	16.0207	U	#5F0158	#ff0000	#ff77ab
NIC2527	TS2	Tropical	39.476358	-0.386592	Europe	#E41A1C	39.476358	L	#05DEA2	#ff0000	#ff77ab
NIC343	TS2	Tropical	5.41134	-53.65517	South America	#E78AC3	5.41134	L	#05DEA2	#ff0000	#ff77ab
NIC419	TS2	Tropical	4.03617	-52.67805	South America	#E78AC3	4.03617	Admixed	gray80	#ff0000	#ff77ab
NIC532	TS2	Tropical	16.018756	-61.593654	Caribbean	#FFD92F	16.018756	U	#5F0158	#ff0000	#ff77ab
NIC541	TS2	Tropical	15.21123	-61.36602	Caribbean	#FFD92F	15.21123	Admixed	gray80	#ff0000	#ff77ab
NIC549	TS2	Tropical	15.56923	-61.3744	Caribbean	#FFD92F	15.56923	U	#5F0158	#ff0000	#ff77ab
NIC552	TS2	Tropical	15.56962	-61.37537	Caribbean	#FFD92F	15.56962	U	#5F0158	#ff0000	#ff77ab
NIC555	TS2	Tropical	15.58933	-61.47222	Caribbean	#FFD92F	15.58933	Admixed	gray80	#ff0000	#ff77ab
NIC561	TS2	Tropical	15.52532	-61.41796	Caribbean	#FFD92F	15.52532	Admixed	gray80	#ff0000	#ff77ab
NIC574	TS2	Tropical	15.47461	-61.29876	Caribbean	#FFD92F	15.47461	U	#5F0158	#ff0000	#ff77ab
NIC578	TS2	Tropical	15.40502	-61.34623	Caribbean	#FFD92F	15.40502	U	#5F0158	#ff0000	#ff77ab
NIC583	TS2	Tropical	15.40368	-61.34699	Caribbean	#FFD92F	15.40368	Admixed	gray80	#ff0000	#ff77ab
NIC590	TS2	Tropical	15.40585	-61.34613	Caribbean	#FFD92F	15.40585	Admixed	gray80	#ff0000	#ff77ab
NIC593	TS2	Tropical	15.4071	-61.3453	Caribbean	#FFD92F	15.4071	U	#5F0158	#ff0000	#ff77ab
NIC61	TS2	Tropical	5.07384	-52.69537	South America	#E78AC3	5.07384	Admixed	gray80	#ff0000	#ff77ab
NIC62	TS2	Tropical	5.07358	-52.69523	South America	#E78AC3	5.07358	Admixed	gray80	#ff0000	#ff77ab
NIC67	TS2	Tropical	4.08533	-52.6751	South America	#E78AC3	4.08533	Admixed	gray80	#ff0000	#ff77ab
NIC758	TS2	Tropical	15.35802	-61.3537	Caribbean	#FFD92F	15.35802	Admixed	gray80	#ff0000	#ff77ab
NIC777	TS2	Tropical	15.5868	-61.47083	Caribbean	#FFD92F	15.5868	Admixed	gray80	#ff0000	#ff77ab
NIC790	TS2	Tropical	23.83645	120.7249	Taiwan	#E5C494	23.83645	L	#05DEA2	#ff0000	#ff77ab
NIC792	TS2	Tropical	23.83633	120.72447	Taiwan	#E5C494	23.83633	Admixed	gray80	#ff0000	#ff77ab
NIC793	TS2	Tropical	23.83631	120.72486	Taiwan	#E5C494	23.83631	Admixed	gray80	#ff0000	#ff77ab
NIC795	TS2	Tropical	23.83617	120.72563	Taiwan	#E5C494	23.83617	L	#05DEA2	#ff0000	#ff77ab
NIC796	TS2	Tropical	23.83617	120.72563	Taiwan	#E5C494	23.83617	Admixed	gray80	#ff0000	#ff77ab
NIC802	TS2	Tropical	23.83701	120.72771	Taiwan	#E5C494	23.83701	Admixed	gray80	#ff0000	#ff77ab
NIC803	TS2	Tropical	23.81441	120.85687	Taiwan	#E5C494	23.81441	Admixed	gray80	#ff0000	#ff77ab
NIC811	TS2	Tropical	23.81433	120.85649	Taiwan	#E5C494	23.81433	Admixed	gray80	#ff0000	#ff77ab
NIC821	TS2	Tropical	23.60283	120.88416	Taiwan	#E5C494	23.60283	Admixed	gray80	#ff0000	#ff77ab
NIC871	TS2	Tropical	25.16734	121.55651	Taiwan	#E5C494	25.16734	Admixed	gray80	#ff0000	#ff77ab
NIC883	TS2	Tropical	23.67108	120.8	Taiwan	#E5C494	23.67108	Admixed	gray80	#ff0000	#ff77ab
NIC901	TS2	Tropical	-22.222833	166.485438	Pacific	#611EA1	22.222833	Admixed	gray80	#ff0000	#ff77ab
NIC911	TS2	Tropical	4.03721	-52.67052	South America	#E78AC3	4.03721	Admixed	gray80	#ff0000	#ff77ab
NIC984	TS2	Tropical	4.03746	-52.67236	South America	#E78AC3	4.03746	Admixed	gray80	#ff0000	#ff77ab
NIC985	TS2	Tropical	4.03726	-52.67243	South America	#E78AC3	4.03726	Admixed	gray80	#ff0000	#ff77ab
PE887	TS2	Tropical	57.131806	-2.10514	Europe	#E41A1C	57.131806	Admixed	gray80	#ff0000	#ff77ab
QG130	TS2	Tropical	22.2202	-159.5829	Hawaii	#66C2A5	22.2202	T	#F479FF	#ff0000	#ff77ab
QG132	TS2	Tropical	22.0804	-159.4124	Hawaii	#66C2A5	22.0804	T	#F479FF	#ff0000	#ff77ab
QG2814	TS2	Tropical	-30.6445167	153.0090333	Australia	#FC8D62	30.6445167	T	#F479FF	#ff0000	#ff77ab
QG2820	TS2	Tropical	-27.4726528	152.9897861	Australia	#FC8D62	27.4726528	Admixed	gray80	#ff0000	#ff77ab
QG2848	TS2	Tropical	-27.4627778	152.9905556	Australia	#FC8D62	27.4627778	Admixed	gray80	#ff0000	#ff77ab
QG2849	TS2	Tropical	-27.4627778	152.9905556	Cosmopolitan	gray30	27.4627778	Cosmopolitan	white	#ff0000	#ff77ab
QG2881	TS2	Tropical	-16.8999	145.7489833	Australia	#FC8D62	16.8999	T	#F479FF	#ff0000	#ff77ab
QG2883	TS2	Tropical	-16.9001167	145.7495833	Australia	#FC8D62	16.9001167	T	#F479FF	#ff0000	#ff77ab
QG2910	TS2	Tropical	-17.2643833	145.4884833	Australia	#FC8D62	17.2643833	Admixed	gray80	#ff0000	#ff77ab
QG3053	TS2	Tropical	9.16484	-79.83659	Central America	#8DA0CB	9.16484	Admixed	gray80	#ff0000	#ff77ab
QG3527	TS2	Tropical	10.42623333	-84.0126	Central America	#8DA0CB	10.42623333	Admixed	gray80	#ff0000	#ff77ab
QG3783	TS2	Tropical	10.4297	-84.00853	Central America	#8DA0CB	10.4297	Admixed	gray80	#ff0000	#ff77ab
QG3815	TS2	Tropical	10.42361667	-84.00118611	Central America	#8DA0CB	10.42361667	Admixed	gray80	#ff0000	#ff77ab
QG3816	TS2	Tropical	10.43803	-84.0112	Central America	#8DA0CB	10.43803	Admixed	gray80	#ff0000	#ff77ab
QG3825	TS2	Tropical	10.43026	-84.00905	Central America	#8DA0CB	10.43026	L	#05DEA2	#ff0000	#ff77ab
QG3826	TS2	Tropical	10.43018	-84.0065	Central America	#8DA0CB	10.43018	Admixed	gray80	#ff0000	#ff77ab
QG3837	TS2	Tropical	10.42540556	-84.00121667	Central America	#8DA0CB	10.42540556	Admixed	gray80	#ff0000	#ff77ab
QG3851	TS2	Tropical	10.41900556	-84.00699722	Central America	#8DA0CB	10.41900556	Admixed	gray80	#ff0000	#ff77ab
QG3861	TS2	Tropical	10.42972	-84.00742	Central America	#8DA0CB	10.42972	Admixed	gray80	#ff0000	#ff77ab
QG3874	TS2	Tropical	10.44027	-84.01227	Central America	#8DA0CB	10.44027	L	#05DEA2	#ff0000	#ff77ab
QG3875	TS2	Tropical	10.44027	-84.01227	Central America	#8DA0CB	10.44027	Admixed	gray80	#ff0000	#ff77ab
QG3876	TS2	Tropical	10.44027	-84.01227	Central America	#8DA0CB	10.44027	Admixed	gray80	#ff0000	#ff77ab
QG3878	TS2	Tropical	10.25937	-84.00514	Central America	#8DA0CB	10.25937	Admixed	gray80	#ff0000	#ff77ab
QG3920	TS2	Tropical	13.225206	-59.588132	Caribbean	#FFD92F	13.225206	Admixed	gray80	#ff0000	#ff77ab
QG3921	TS2	Tropical	13.225206	-59.588132	Caribbean	#FFD92F	13.225206	Admixed	gray80	#ff0000	#ff77ab
QG3923	TS2	Tropical	13.225206	-59.588132	Caribbean	#FFD92F	13.225206	U	#5F0158	#ff0000	#ff77ab
QG3925	TS2	Tropical	13.233538	-59.587865	Caribbean	#FFD92F	13.233538	Admixed	gray80	#ff0000	#ff77ab
QG3926	TS2	Tropical	13.233413	-59.587901	Caribbean	#FFD92F	13.233413	Admixed	gray80	#ff0000	#ff77ab
