discordance	sites	i	j
68594	5548157	BRC20069	ECA1563
88843	5544590	BRC20069	ECA1571
79932	5454613	BRC20069	ECA1587
361517	5371099	BRC20069	ECA1605
76362	5549892	BRC20069	ECA1609
80597	5491845	BRC20069	ECA161
63542	5510691	BRC20069	ECA1611
48170	5487944	BRC20069	ECA1615
75012	5490652	BRC20069	ECA162
69019	5493891	BRC20069	ECA1621
444111	5264635	BRC20069	ECA163
78664	5530130	BRC20069	ECA1637
74180	5526970	BRC20069	ECA1657
82637	5510708	BRC20069	ECA1701
80069	5529893	BRC20069	ECA175
80432	5544461	BRC20069	ECA176
66154	5534416	BRC20069	ECA177
89769	5438352	BRC20069	ECA180
71056	5450442	BRC20069	ECA182
64324	5545321	BRC20069	ECA183
88809	5504953	BRC20069	ECA185
83495	5504613	BRC20069	ECA186
80650	5530336	BRC20069	ECA2083
73798	5522880	BRC20069	ECA2093
77409	5543573	BRC20069	ECA2115
406587	5386404	BRC20069	ECA2299
90503	5548778	BRC20069	ECA2373
407838	5387699	BRC20069	ECA2385
69451	5554598	BRC20069	ECA2425
894016	5250266	BRC20069	ECA2617
891731	5231201	BRC20069	ECA2618
890591	5211565	BRC20069	ECA2621
92224	5522390	BRC20069	ECA2623
73986	5556543	BRC20069	ECA2625
73976	5507454	BRC20069	ECA2626
68173	5556790	BRC20069	ECA2636
65717	5530598	BRC20069	ECA2637
886733	5184911	BRC20069	ECA2639
69094	5467006	BRC20069	ECA2645
897268	5256275	BRC20069	ECA2647
72741	5555436	BRC20069	ECA2663
95542	5522216	BRC20069	ECA2664
887106	5165515	BRC20069	ECA2666
68047	5533951	BRC20069	ECA2667
887575	5190307	BRC20069	ECA2670
449164	5336110	BRC20069	ECA276
440863	5343297	BRC20069	ECA278
71952	5544228	BRC20069	ECA2808
394657	5388570	BRC20069	ECA287
128688	5504732	BRC20069	ECA288
86271	5511700	BRC20069	ECA2883
67379	5524274	BRC20069	ECA2890
74633	5506042	BRC20069	ECA2894
406000	5420459	BRC20069	ECA2936
81700	5551494	BRC20069	ECA2975
75683	5552269	BRC20069	ECA3091
83541	5535524	BRC20069	ECA343
80799	5514839	BRC20069	ECA346
406939	5411401	BRC20069	ECA3502
70772	5553888	BRC20069	ECA3503
84838	5546979	BRC20069	ECA3509
76285	5563967	BRC20069	ECA3708
84885	5522277	BRC20069	ECA371
75476	5558546	BRC20069	ECA3712
60492	5568182	BRC20069	ECA3713
71122	5552347	BRC20069	ECA3899
90599	5530333	BRC20069	ECA4382
97821	5547969	BRC20069	ECA4390
76907	5533239	BRC20069	ECA4394
88388	5510569	BRC20069	ECA4402
440635	5352163	BRC20069	ECA569
54544	5527985	BRC20069	ED3032
64829	5552906	BRC20069	ED3037
71488	5558041	BRC20069	ED3088
472331	5365275	BRC20069	ED3102
445372	5399630	BRC20069	EG4360
125499	5507558	BRC20069	EG5612
90316	5497757	BRC20069	EG5613
86116	5534980	BRC20069	EG6179
97644	5536417	BRC20069	EG6260
81711	5556372	BRC20069	EG6261
407568	5402251	BRC20069	EG6265
73648	5551504	BRC20069	EG6267
106561	5536861	BRC20069	EG6271
87753	5552905	BRC20069	EG6272
75245	5558692	BRC20069	EG6274
78020	5560267	BRC20069	EG6275
69461	5562349	BRC20069	EG6276
112117	5524126	BRC20069	EG6329
441122	5383245	BRC20069	GUN124
67327	5557878	BRC20069	GXW22
113903	5490498	BRC20069	GXW23
437609	5385090	BRC20069	HK104
468946	5367649	BRC20069	HPT11
104202	5514076	BRC20069	HPT16
460760	5355799	BRC20069	HPT18
96121	5525544	BRC20069	HPT19
111958	5507530	BRC20069	HPT2
83378	5554428	BRC20069	HPT21
462644	5376270	BRC20069	HPT24
108101	5528758	BRC20069	HPT34
99062	5519083	BRC20069	HPT37
108258	5517135	BRC20069	HPT4
106884	5526941	BRC20069	HPT42
117294	5526829	BRC20069	HPT52
55736	5553527	BRC20069	HPT53
67314	5531224	BRC20069	HPT54
75534	5548708	BRC20069	HPT55
57512	5554550	BRC20069	HPT59
59729	5553196	BRC20069	HPT60
185498	5439139	BRC20069	HPT62
78089	5528422	BRC20069	HPT63
104971	5520697	BRC20069	HPT7
107740	5514499	BRC20069	HPT8
134317	5499140	BRC20069	HPT9
442302	5402074	BRC20069	JU1085
94389	5514369	BRC20069	JU1337
144434	5482074	BRC20069	JU1338
876429	5276567	BRC20069	JU1341
145649	5435498	BRC20069	JU1346
84613	5535650	BRC20069	JU1347
871964	5278315	BRC20069	JU1348
93685	5438689	BRC20069	JU1375
84065	5483164	BRC20069	JU1377
92175	5533921	BRC20069	JU1378
79609	5541630	BRC20069	JU1392
116037	5527271	BRC20069	JU1399
137789	5497474	BRC20069	JU1424
87270	5524365	BRC20069	JU1435
438327	5347418	BRC20069	JU1564
87864	5543650	BRC20069	JU1637
86994	5472595	BRC20069	JU1638
108384	5525093	BRC20069	JU1794
85347	5534878	BRC20069	JU1795
76769	5514625	BRC20069	JU1799
91968	5512300	BRC20069	JU1802
102550	5520284	BRC20069	JU1814
75601	5500499	BRC20069	JU1884
93052	5509023	BRC20069	JU1885
85862	5463001	BRC20069	JU1907
77820	5529068	BRC20069	JU1908
76835	5530381	BRC20069	JU1909
109003	5512929	BRC20069	JU1913
75486	5552566	BRC20069	JU2053
68948	5532310	BRC20069	JU2054
75787	5535562	BRC20069	JU2056
194941	5456271	BRC20069	JU2057
192646	5277603	BRC20069	JU2160
198654	5428013	BRC20069	JU2162
94143	5513692	BRC20069	JU2214
406840	5373128	BRC20069	JU2216
227459	5329900	BRC20069	JU2457
197996	5415413	BRC20069	JU2470
90239	5502825	BRC20069	JU2472
180036	5423547	BRC20069	JU2507
127815	5484934	BRC20069	JU2518
436548	5320981	BRC20069	JU2536
134865	5509383	BRC20069	JU2618
64571	5509707	BRC20069	JU2799
92704	5536815	BRC20069	JU2836
120288	5461300	BRC20069	JU2849
67236	5547755	BRC20069	JU2861
68989	5545003	BRC20069	JU2868
441904	5376194	BRC20069	JU2872
98539	5530071	BRC20069	JU2910
489467	5360310	BRC20069	JU3168
78050	5545176	BRC20069	JU3171
875429	5260976	BRC20069	JU3199
871256	5251171	BRC20069	JU3200
873579	5242615	BRC20069	JU3201
868999	5254688	BRC20069	JU3202
867880	5230889	BRC20069	JU3203
873100	5235510	BRC20069	JU3206
88671	5489883	BRC20069	JU3207
201293	5442683	BRC20069	JU3237
61495	5526927	BRC20069	JU3281
112113	5516017	BRC20069	JU3319
71301	5545325	BRC20069	JU3321
426410	5378383	BRC20069	JU3326
72215	5546018	BRC20069	JU3327
443355	5423855	BRC20069	JU3416
78542	5100515	BRC20069	JU356
62996	5541463	BRC20069	JU4042
134382	5468484	BRC20069	JU4051
134180	5469222	BRC20069	JU4058
132547	5384011	BRC20069	JU4060
135132	5477622	BRC20069	JU4062
131917	5441103	BRC20069	JU4064
66719	5545876	BRC20069	JU4080
145236	5478207	BRC20069	JU4084
139948	5474639	BRC20069	JU4097
109422	5511560	BRC20069	JU725
64958	5537214	BRC20069	MY2716
63759	5559024	BRC20069	MY539
49430	5137726	BRC20069	MY681
132869	5474068	BRC20069	NIC1050
137890	5429535	BRC20069	NIC1052
123369	5404792	BRC20069	NIC1054
125202	5499269	BRC20069	NIC1055
146653	5485324	BRC20069	NIC1057
122735	5434389	BRC20069	NIC1058
127989	5470669	BRC20069	NIC1059
122054	5501269	BRC20069	NIC1060
104129	5520021	BRC20069	NIC1062
93064	5477584	BRC20069	NIC1069
123327	5502966	BRC20069	NIC1103
78944	5518900	BRC20069	NIC1104
92232	5442330	BRC20069	NIC1106
75265	5464933	BRC20069	NIC1117
143358	5476457	BRC20069	NIC1123
134266	5472899	BRC20069	NIC1124
130992	5391439	BRC20069	NIC1135
133496	5479935	BRC20069	NIC1138
126502	5476766	BRC20069	NIC1141
100272	5544178	BRC20069	NIC115
95514	5547537	BRC20069	NIC117
127698	5496968	BRC20069	NIC1183
98324	5543347	BRC20069	NIC119
121398	5477837	BRC20069	NIC1190
72949	5528144	BRC20069	NIC1202
81250	5498653	BRC20069	NIC1204
406277	5379904	BRC20069	NIC1205
68287	5528049	BRC20069	NIC1218
402116	5320457	BRC20069	NIC1220
76956	5428463	BRC20069	NIC1221
94799	5559955	BRC20069	NIC123
96463	5526404	BRC20069	NIC1267
113066	5512440	BRC20069	NIC1283
130038	5496896	BRC20069	NIC1288
118752	5526785	BRC20069	NIC1292
108752	5493233	BRC20069	NIC1302
121381	5476063	BRC20069	NIC1304
112153	5516497	BRC20069	NIC1308
120546	5508361	BRC20069	NIC1407
115797	5496973	BRC20069	NIC1421
130066	5527121	BRC20069	NIC1423
117294	5440576	BRC20069	NIC1442
118276	5495036	BRC20069	NIC1491
94588	5500509	BRC20069	NIC1525
99852	5535298	BRC20069	NIC1528
89049	5510661	BRC20069	NIC1529
88961	5519736	BRC20069	NIC1533
98318	5506945	BRC20069	NIC1535
406003	5374033	BRC20069	NIC1539
392918	5395192	BRC20069	NIC1540
406835	5365754	BRC20069	NIC1562
392423	5364465	BRC20069	NIC1589
406228	5387843	BRC20069	NIC1590
395233	5392525	BRC20069	NIC1591
389325	5376995	BRC20069	NIC1593
402902	5399910	BRC20069	NIC1595
396092	5382925	BRC20069	NIC1598
406976	5387148	BRC20069	NIC1602
414876	5362062	BRC20069	NIC1607
54527	5542335	BRC20069	NIC1628
407017	5393283	BRC20069	NIC1630
407213	5378298	BRC20069	NIC1631
439016	5313750	BRC20069	NIC1632
440527	5359645	BRC20069	NIC1633
443207	5389083	BRC20069	NIC1635
409772	5423798	BRC20069	NIC1645
396700	5233467	BRC20069	NIC1660
402815	5366456	BRC20069	NIC1661
405333	5353737	BRC20069	NIC1662
406371	5363780	BRC20069	NIC1663
393818	5384162	BRC20069	NIC1664
396035	5395705	BRC20069	NIC1665
407608	5388798	BRC20069	NIC1666
407288	5385469	BRC20069	NIC1667
408112	5381494	BRC20069	NIC1681
67439	5532013	BRC20069	NIC1688
399528	5397592	BRC20069	NIC1692
406937	5398767	BRC20069	NIC1693
81433	5471507	BRC20069	NIC17
444275	5405449	BRC20069	NIC174
96954	5547671	BRC20069	NIC187
106322	5538049	BRC20069	NIC188
391964	5378856	BRC20069	NIC19
99758	5548409	BRC20069	NIC191
395389	5377996	BRC20069	NIC20
389739	5323424	BRC20069	NIC21
396051	5403591	BRC20069	NIC22
127290	5488022	BRC20069	NIC2369
85516	5394386	BRC20069	NIC248
87541	5481623	BRC20069	NIC250
73031	5559091	BRC20069	NIC2527
109516	5448062	BRC20069	NIC309
111788	5516695	BRC20069	NIC325
126182	5507654	BRC20069	NIC327
124802	5475868	BRC20069	NIC329
126841	5509087	BRC20069	NIC330
123654	5480149	BRC20069	NIC331
114312	5475179	BRC20069	NIC332
128692	5498592	BRC20069	NIC333
73942	5542188	BRC20069	NIC343
98971	5533135	BRC20069	NIC392
115541	5476377	BRC20069	NIC400
120003	5285314	BRC20069	NIC402
124361	5507417	BRC20069	NIC419
407540	5401056	BRC20069	NIC504
402867	5345013	BRC20069	NIC505
398417	5295271	BRC20069	NIC518
405588	5390777	BRC20069	NIC519
95734	5457688	BRC20069	NIC532
134136	5502667	BRC20069	NIC541
84973	5541444	BRC20069	NIC549
83116	5526896	BRC20069	NIC552
89225	5504299	BRC20069	NIC555
90852	5459292	BRC20069	NIC574
92906	5544841	BRC20069	NIC578
97364	5517835	BRC20069	NIC583
107533	5539536	BRC20069	NIC590
82959	5449403	BRC20069	NIC593
113590	5535852	BRC20069	NIC60
88586	5548112	BRC20069	NIC61
103294	5487987	BRC20069	NIC62
130523	5507569	BRC20069	NIC67
105875	5453464	BRC20069	NIC758
110746	5536067	BRC20069	NIC777
407345	5344930	BRC20069	NIC779
40086	5525414	BRC20069	NIC790
157118	5492398	BRC20069	NIC791
107334	5484266	BRC20069	NIC792
39884	5567687	BRC20069	NIC793
43182	5450686	BRC20069	NIC795
64983	5555250	BRC20069	NIC796
36179	5562122	BRC20069	NIC802
48854	5556149	BRC20069	NIC803
408306	5392237	BRC20069	NIC805
52155	5508255	BRC20069	NIC811
405928	5317691	BRC20069	NIC814
407593	5409280	BRC20069	NIC815
399574	5408040	BRC20069	NIC816
400453	5257119	BRC20069	NIC819
55738	5546150	BRC20069	NIC821
406846	5356581	BRC20069	NIC822
408703	5393892	BRC20069	NIC824
400062	5410603	BRC20069	NIC825
398018	5358379	BRC20069	NIC827
399342	5416957	BRC20069	NIC828
407530	5393953	BRC20069	NIC863
406159	5368964	BRC20069	NIC864
406037	5383503	BRC20069	NIC865
59146	5470604	BRC20069	NIC871
49678	5485435	BRC20069	NIC883
405742	5382562	BRC20069	NIC889
428291	5318573	BRC20069	NIC893
407792	5400909	BRC20069	NIC897
436119	5280279	BRC20069	NIC899
82176	5531589	BRC20069	NIC901
77417	5336087	BRC20069	NIC911
119359	5526402	BRC20069	NIC96
82506	5513847	BRC20069	NIC984
89141	5491607	BRC20069	NIC985
415169	5031631	BRC20069	PB800
444050	5409152	BRC20069	PB857
73341	5556601	BRC20069	PE887
131449	5467463	BRC20069	QG1005
144556	5481685	BRC20069	QG1007
141638	5484981	BRC20069	QG1111
145377	5519651	BRC20069	QG1126
130269	5493322	BRC20069	QG1141
133826	5482868	BRC20069	QG1155
71796	5539085	BRC20069	QG130
88347	5477356	BRC20069	QG132
396455	5412539	BRC20069	QG133
150403	5498497	BRC20069	QG2641
147074	5506824	BRC20069	QG2648
141062	5502869	BRC20069	QG2659
136801	5514550	BRC20069	QG2663
157258	5492808	BRC20069	QG2665
133008	5474581	BRC20069	QG2683
137786	5483084	BRC20069	QG2736
60949	5532825	BRC20069	QG2814
80726	5540722	BRC20069	QG2820
72024	5510541	BRC20069	QG2848
177855	5466110	BRC20069	QG2880
69570	5534199	BRC20069	QG2881
67263	5476274	BRC20069	QG2883
181705	5456062	BRC20069	QG2884
895970	5240281	BRC20069	QG2891
180021	5459463	BRC20069	QG2892
897867	5271341	BRC20069	QG2893
180230	5441755	BRC20069	QG2895
176895	5485137	BRC20069	QG2902
180402	5453573	BRC20069	QG2903
176627	5446519	BRC20069	QG2906
892652	5243908	BRC20069	QG2908
79556	5522693	BRC20069	QG2910
895552	5232043	BRC20069	QG2919
177696	5457830	BRC20069	QG2923
178911	5459544	BRC20069	QG2925
127217	5503641	BRC20069	QG2964
119538	5500124	BRC20069	QG2966
141886	5508852	BRC20069	QG2969
135931	5445690	BRC20069	QG2972
145581	5505958	BRC20069	QG2996
137375	5487431	BRC20069	QG3004
145143	5500129	BRC20069	QG3006
140046	5497172	BRC20069	QG3019
149827	5486958	BRC20069	QG3025
147065	5480562	BRC20069	QG3030
129060	5497239	BRC20069	QG3032
148289	5489593	BRC20069	QG3034
136873	5487413	BRC20069	QG3041
76870	5530492	BRC20069	QG3053
118661	5518621	BRC20069	QG3056
148917	5485921	BRC20069	QG3057
142941	5502682	BRC20069	QG3058
93642	5463234	BRC20069	QG3527
443283	5398779	BRC20069	QG3661
76952	5483437	BRC20069	QG3783
133365	5419008	BRC20069	QG3801
90766	5380852	BRC20069	QG3815
82466	5476646	BRC20069	QG3816
144835	5501369	BRC20069	QG3823
89865	5524956	BRC20069	QG3825
83459	5447884	BRC20069	QG3826
86359	5519920	BRC20069	QG3837
80153	5513946	BRC20069	QG3851
85533	5426318	BRC20069	QG3861
135969	5461116	BRC20069	QG3867
92594	5530595	BRC20069	QG3874
96797	5534842	BRC20069	QG3875
82314	5513923	BRC20069	QG3876
89783	5536536	BRC20069	QG3878
99299	5534628	BRC20069	QG3920
101699	5518498	BRC20069	QG3921
107715	5535405	BRC20069	QG3923
105037	5526103	BRC20069	QG3924
115127	5527377	BRC20069	QG3925
106552	5531474	BRC20069	QG3926
105463	5525380	BRC20069	QG3927
114246	5501813	BRC20069	QG3931
104756	5520336	BRC20069	QG3932
81608	5501360	BRC20069	QG3933
883520	5176891	BRC20069	QG4026
891124	5240428	BRC20069	QG4028
892999	5251475	BRC20069	QG4031
898630	5254000	BRC20069	QG4063
894365	5227987	BRC20069	QG4064
899959	5272211	BRC20069	QG4067
899753	5271228	BRC20069	QG4068
75437	5545599	BRC20069	QG4070
892683	5234447	BRC20069	QG4093
893777	5216607	BRC20069	QG4094
895844	5228088	BRC20069	QG4095
899062	5256549	BRC20069	QG4096
895487	5229494	BRC20069	QG4097
894002	5222124	BRC20069	QG4104
893282	5220003	BRC20069	QG4114
897352	5250155	BRC20069	QG4131
899626	5265593	BRC20069	QG4132
893170	5248023	BRC20069	QG4208
900777	5276184	BRC20069	QG4214
896799	5235050	BRC20069	QG4225
894336	5237210	BRC20069	QG4232
892125	5217187	BRC20069	QG4233
167052	5508876	BRC20069	QG4647
80707	5536316	BRC20069	QG4648
100892	5535078	BRC20069	QG4683
149202	5510752	BRC20069	QG4701
102345	5529025	BRC20069	QG4706
98933	5544729	BRC20069	QG4718
76703	5553223	BRC20069	QG4742
176156	5482375	BRC20069	QG4805
71459	5545415	BRC20069	QG4847
89663	5532287	BRC20069	QG4966
92665	5536641	BRC20069	QG5348
97247	5513972	BRC20069	QG5406
441010	5353929	BRC20069	QG547
142845	5517015	BRC20069	QG5474
89230	5542127	BRC20069	QG5488
106427	5519978	BRC20069	QG550
108102	5530646	BRC20069	QG5507
91941	5531942	BRC20069	QG5525
155685	5516478	BRC20069	QG5589
150935	5508255	BRC20069	QG5603
93646	5517481	BRC20069	QG5611
99102	5526697	BRC20069	QG5612
89876	5538615	BRC20069	QG5633
442861	5374350	BRC20069	QG581
445702	5409560	BRC20069	QG588
133238	5511517	BRC20069	QG700
128234	5466179	BRC20069	QG727
131971	5470822	BRC20069	QG733
139656	5471548	BRC20069	QG736
135829	5484827	BRC20069	QG737
135208	5487919	BRC20069	QG739
124960	5465738	BRC20069	QG761
138253	5470281	BRC20069	QG763
141458	5465549	BRC20069	QG776
127077	5490624	BRC20069	QG781
150412	5486198	BRC20069	QG784
145886	5471279	BRC20069	QG786
133581	5470175	BRC20069	QG788
145429	5413600	BRC20069	QG790
140360	5480181	BRC20069	QG791
126013	5478094	BRC20069	QG795
147772	5473706	BRC20069	QG797
126250	5487486	BRC20069	QG802
153732	5467212	BRC20069	QG804
131068	5475452	BRC20069	QG806
134405	5455132	BRC20069	QG807
137834	5463579	BRC20069	QG808
153185	5491842	BRC20069	QG809
125798	5482705	BRC20069	QG825
135335	5423104	BRC20069	QG827
131353	5441986	BRC20069	QG828
124295	5421894	BRC20069	QG833
150605	5481399	BRC20069	QG855
135958	5471296	BRC20069	QG856
153132	5477069	BRC20069	QG858
125856	5376075	BRC20069	QG860
155393	5466859	BRC20069	QG864
138038	5495833	BRC20069	QG865
129164	5505314	BRC20069	QG866
130287	5460804	BRC20069	QG868
123548	5501391	BRC20069	QG874
153547	5389217	BRC20069	QG875
130623	5449773	BRC20069	QG878
131927	5486356	BRC20069	QG879
135925	5368328	BRC20069	QG880
129342	5465798	BRC20069	QG881
132527	5488094	BRC20069	QG887
151189	5470872	BRC20069	QG888
137929	5473570	BRC20069	QG926
82454	5493805	BRC20069	QG927
148931	5456470	BRC20069	QG933
141195	5479561	BRC20069	QG937
146554	5418966	BRC20069	QG945
148558	5472192	BRC20069	QG946
138492	5491668	BRC20069	QG947
127002	5462306	BRC20069	QG948
128233	5432775	BRC20069	QG952
149569	5481109	BRC20069	QG978
132531	5480394	BRC20069	QG980
125419	5504849	BRC20069	QG986
127928	5451011	BRC20069	QG991
150580	5497047	BRC20069	QG994
128200	5511281	BRC20069	QG995
137779	5483779	BRC20069	QG997
143597	5507840	BRC20069	QG998
438263	5386871	BRC20069	QR25
91889	5578199	BRC20069	QX1410
433629	5265666	BRC20069	QX1547
82166	5523769	BRC20069	QX1795
73623	5512633	BRC20069	QX1796
314341	5344623	BRC20069	QX1798
78249	5445378	BRC20069	QX1800
83441	5538460	BRC20069	QX1801
69626	5537611	BRC20069	QX1802
72467	5532793	BRC20069	QX1803
79557	5485727	BRC20069	QX1804
443302	5392602	BRC20069	SOW18
441580	5387656	BRC20069	SOW21
442924	5385109	BRC20069	SOW22
73797	5555354	BRC20069	TT3408
66535	5557349	BRC20069	TT3411
408222	5408820	BRC20069	TWN1772
398382	5391973	BRC20069	TWN1824
388229	5317589	BRC20069	TWN1899
407950	5408470	BRC20069	TWN1907
406169	5378454	BRC20069	TWN2919
401786	5333858	BRC20069	TWN3077
408383	5406902	BRC20069	UH1
123197	5483666	BRC20069	VSL2201
876083	5288651	BRC20069	VSL2207
875470	5282897	BRC20069	VSL2209
91724	5529770	BRC20069	VSL2210
86609	5539464	BRC20069	VSL2212
152214	5494550	BRC20069	VSL2213
132725	5498758	BRC20069	VSL2215
145073	5496793	BRC20069	VSL2216
190167	5470019	BRC20069	VSL2217
83676	5524511	BRC20069	VSL2219
58729	5505647	BRC20069	VT847
428994	5400196	BRC20069	VX34
99063	5537855	BRC20069	XZ1204
123727	5499948	BRC20069	XZ1205
120474	5509537	BRC20069	XZ1206
88249	5498893	BRC20069	XZ1207
80692	5542669	BRC20069	XZ1210
73633	5552685	BRC20069	XZ1212
73356	5544444	BRC20069	XZ1213
74797	5549162	BRC20069	XZ1731
77767	5552537	BRC20069	XZ1732
182544	5477052	BRC20069	ZZY0992
63048	5521524	BRC20069	ZZY1034
61700	5554289	BRC20069	ZZY1075
175432	5456612	BRC20069	ZZY1123
59473	5554728	BRC20069	ZZY1130
59250	5556985	BRC20069	ZZY405
397812	5456836	BRC20073	BRC20075
71038	5578967	BRC20073	BRC20077
410089	5457200	BRC20073	BRC20081
115943	5573890	BRC20073	BRC20085
407773	5426617	BRC20073	BRC20088
55733	5616061	BRC20073	BRC20089
72912	5560444	BRC20073	BRC20090
109190	5600830	BRC20073	BRC20092
57809	5528010	BRC20073	BRC20093
107740	5554664	BRC20073	BRC20094
15760	5640980	BRC20073	BRC20095
57474	5592007	BRC20073	BRC20096
63513	5615583	BRC20073	BRC20098
64991	5617386	BRC20073	BRC20099
71019	5549810	BRC20073	BRC20100
71613	5619965	BRC20073	BRC20102
75413	5607087	BRC20073	BRC20103
116240	5572261	BRC20073	BRC20105
112559	5594290	BRC20073	BRC20107
416733	5379037	BRC20073	BRC20115
145599	5566076	BRC20073	BRC20119
65017	5557532	BRC20073	BRC20228
399914	5457687	BRC20073	BRC20229
408241	5414722	BRC20073	BRC20230
396452	5427985	BRC20073	BRC20232
412180	5450127	BRC20073	BRC20238
401300	5461049	BRC20073	BRC20239
79953	5599866	BRC20073	BRC20241
57497	5607760	BRC20073	BRC20242
411202	5456279	BRC20073	BRC20244
411568	5433403	BRC20073	BRC20246
189388	5533661	BRC20073	BRC20257
71026	5555238	BRC20073	BRC20260
412036	5449763	BRC20073	BRC20270
409356	5412278	BRC20073	BRC20272
412747	5458885	BRC20073	BRC20289
404752	5346226	BRC20073	BRC20290
61166	5634407	BRC20073	BRC20294
413487	5475775	BRC20073	BRC20308
414268	5480533	BRC20073	BRC20309
413051	5471506	BRC20073	BRC20311
415207	5483076	BRC20073	BRC20312
414767	5482903	BRC20073	BRC20315
410819	5433840	BRC20073	BRC20320
257897	5407986	BRC20073	BRC20324
407815	5400175	BRC20073	BRC20331
413029	5456801	BRC20073	BRC20333
410592	5427964	BRC20073	BRC20334
409681	5450475	BRC20073	BRC20339
415793	5448516	BRC20073	BRC20341
401894	5470160	BRC20073	BRC20343
410576	5431359	BRC20073	BRC20346
403479	5479276	BRC20073	BRC20347
414615	5475315	BRC20073	BRC20348
147047	5509309	BRC20073	BRC20353
153620	5512953	BRC20073	BRC20360
147118	5543064	BRC20073	BRC20361
144036	5547107	BRC20073	BRC20362
413447	5439116	BRC20073	BRC20366
414944	5488699	BRC20073	BRC20367
70058	5626764	BRC20073	BRC20369
413348	5478520	BRC20073	BRC20370
440696	5386356	BRC20073	BRC20388
416176	5491876	BRC20073	BRC20390
57770	5581462	BRC20073	BRC20401
407228	5398147	BRC20073	BRC20463
412065	5384343	BRC20073	BRC20492
408921	5418940	BRC20073	BRC20499
410170	5439783	BRC20073	BRC20501
432258	5324149	BRC20073	BRC20502
431834	5383199	BRC20073	BRC20503
410025	5386261	BRC20073	BRC20519
412918	5420543	BRC20073	BRC20520
397405	5466850	BRC20073	BRC20522
398235	5463458	BRC20073	BRC20524
404336	5368331	BRC20073	BRC20529
396865	5412831	BRC20073	BRC20530
394194	5386821	BRC20073	BRC20531
410266	5426234	BRC20073	BRC20532
407469	5416796	BRC20073	BRC20533
407528	5410698	BRC20073	BRC20534
408041	5365386	BRC20073	BRC20535
408519	5411789	BRC20073	BRC20536
407887	5419791	BRC20073	BRC20537
411898	5440839	BRC20073	BRC20541
413718	5478676	BRC20073	BRC20543
408107	5413159	BRC20073	BRC20544
409710	5428989	BRC20073	BRC20545
67451	5606949	BRC20073	BRC20556
407572	5415590	BRC20073	BRC20557
72726	5580570	BRC20073	BRC20565
72865	5593576	BRC20073	BRC20571
79178	5597874	BRC20073	BRC20574
438703	5389846	BRC20073	BW287
77452	5571969	BRC20073	DF5100
85833	5582872	BRC20073	ECA1129
102274	5579896	BRC20073	ECA1143
60964	5211953	BRC20073	ECA1146
62950	5479955	BRC20073	ECA1147
95478	5604578	BRC20073	ECA1149
82598	5596766	BRC20073	ECA1160
65961	5593256	BRC20073	ECA1164
268671	5274012	BRC20073	ECA1170
80226	5602791	BRC20073	ECA1174
413371	5470659	BRC20073	ECA1383
68346	5602581	BRC20073	ECA1411
70571	5605138	BRC20073	ECA1423
81567	5590947	BRC20073	ECA1429
52231	5614337	BRC20073	ECA1431
70908	5611867	BRC20073	ECA1437
