group	strain	isotype	isotype_ref_strain
195	NIC149	NIC174	NIC174
195	NIC151	NIC174	NIC174
195	NIC153	NIC174	NIC174
195	NIC154	NIC174	NIC174
195	NIC155	NIC174	NIC174
195	NIC156	NIC174	NIC174
195	NIC157	NIC174	NIC174
195	NIC158	NIC174	NIC174
195	NIC160	NIC174	NIC174
195	NIC161	NIC174	NIC174
195	NIC1610	NIC174	NIC174
195	NIC1618	NIC174	NIC174
195	NIC162	NIC174	NIC174
195	NIC163	NIC174	NIC174
195	NIC164	NIC174	NIC174
195	NIC167	NIC174	NIC174
195	NIC169	NIC174	NIC174
195	NIC170	NIC174	NIC174
195	NIC171	NIC174	NIC174
195	NIC173	NIC174	NIC174
195	NIC174	NIC174	NIC174
195	NIC175	NIC174	NIC174
195	NIC178	NIC174	NIC174
195	NIC179	NIC174	NIC174
195	NIC180	NIC174	NIC174
195	NIC181	NIC174	NIC174
195	NIC182	NIC174	NIC174
195	NIC185	NIC174	NIC174
195	NIC186	NIC174	NIC174
195	NIC208	NIC174	NIC174
195	NIC209	NIC174	NIC174
195	NIC2093	NIC174	NIC174
195	NIC2096	NIC174	NIC174
195	NIC2097	NIC174	NIC174
195	NIC2098	NIC174	NIC174
195	NIC2103	NIC174	NIC174
195	NIC2112	NIC174	NIC174
195	NIC2182	NIC174	NIC174
195	NIC2184	NIC174	NIC174
195	NIC2189	NIC174	NIC174
195	NIC2190	NIC174	NIC174
195	NIC2191	NIC174	NIC174
195	NIC2192	NIC174	NIC174
195	NIC2193	NIC174	NIC174
195	NIC2194	NIC174	NIC174
195	NIC2195	NIC174	NIC174
195	NIC2196	NIC174	NIC174
195	NIC2197	NIC174	NIC174
195	NIC2198	NIC174	NIC174
195	NIC2199	NIC174	NIC174
195	NIC2200	NIC174	NIC174
195	NIC243	NIC174	NIC174
195	NIC253	NIC174	NIC174
195	NIC254	NIC174	NIC174
195	NIC498	NIC174	NIC174
195	NIC5	NIC174	NIC174
195	NIC507	NIC174	NIC174
195	NIC509	NIC174	NIC174
195	NIC510	NIC174	NIC174
195	NIC6	NIC174	NIC174
196	ECA4381	JU1338	JU1338
196	JU1338	JU1338	JU1338
196	JU1339	JU1338	JU1338
196	JU1340	JU1338	JU1338
196	JU1342	JU1338	JU1338
196	JU1343	JU1338	JU1338
197	ECA4382	ECA4382	ECA4382
198	ECA4390	ECA4390	ECA4390
199	ECA4394	ECA4394	ECA4394
200	ECA4402	ECA4402	ECA4402
201	ECA569	ECA569	ECA569
202	ED3032	ED3032	ED3032
203	ED3033	ED3037	ED3037
203	ED3034	ED3037	ED3037
203	ED3035	ED3037	ED3037
203	ED3037	ED3037	ED3037
204	ED3078	ED3088	ED3088
204	ED3080	ED3088	ED3088
204	ED3082	ED3088	ED3088
204	ED3083	ED3088	ED3088
204	ED3085	ED3088	ED3088
204	ED3087	ED3088	ED3088
204	ED3088	ED3088	ED3088
204	ED3089	ED3088	ED3088
205	ED3090	ED3102	ED3102
205	ED3091	ED3102	ED3102
205	ED3092	ED3102	ED3102
205	ED3093	ED3102	ED3102
205	ED3095	ED3102	ED3102
205	ED3096	ED3102	ED3102
205	ED3097	ED3102	ED3102
205	ED3098	ED3102	ED3102
205	ED3101	ED3102	ED3102
205	ED3102	ED3102	ED3102
206	EG4181	EG4360	EG4360
206	EG4207	EG4360	EG4360
206	EG4360	EG4360	EG4360
206	EG4365	EG4360	EG4360
206	EG5715	EG4360	EG4360
206	EG5784	EG4360	EG4360
207	EG5612	EG5612	EG5612
207	EG5614	EG5612	EG5612
208	EG5613	EG5613	EG5613
209	EG6179	EG6179	EG6179
210	EG6257	EG6261	EG6261
210	EG6259	EG6261	EG6261
210	EG6261	EG6261	EG6261
210	EG6263	EG6261	EG6261
211	EG6258	EG6260	EG6260
211	EG6260	EG6260	EG6260
211	EG6262	EG6260	EG6260
211	EG6266	EG6260	EG6260
212	EG6265	EG6265	EG6265
213	EG6267	EG6267	EG6267
214	EG6271	EG6271	EG6271
215	EG6272	EG6272	EG6272
216	EG6273	EG6276	EG6276
216	EG6276	EG6276	EG6276
216	EG6313	EG6276	EG6276
216	XZ1208	EG6276	EG6276
216	XZ1209	EG6276	EG6276
217	EG6274	EG6274	EG6274
218	EG6275	EG6275	EG6275
219	EG6329	EG6329	EG6329
220	GUN124	GUN124	GUN124
221	GXW21	GXW22	GXW22
221	GXW22	GXW22	GXW22
221	GXW24	GXW22	GXW22
221	GXW25	GXW22	GXW22
221	GXW26	GXW22	GXW22
222	GXW23	GXW23	GXW23
223	HK104	HK104	HK104
223	HK105	HK104	HK104
224	HPT1	HPT37	HPT37
224	HPT37	HPT37	HPT37
225	HPT11	HPT11	HPT11
226	HPT12	HPT34	HPT34
226	HPT34	HPT34	HPT34
226	HPT6	HPT34	HPT34
227	HPT13	HPT16	HPT16
227	HPT16	HPT16	HPT16
228	HPT18	HPT18	HPT18
229	HPT19	HPT19	HPT19
230	HPT2	HPT2	HPT2
231	HPT21	HPT21	HPT21
231	HPT22	HPT21	HPT21
232	HPT23	HPT24	HPT24
232	HPT24	HPT24	HPT24
233	HPT28	HPT42	HPT42
233	HPT42	HPT42	HPT42
233	HPT45	HPT42	HPT42
234	HPT4	HPT4	HPT4
235	HPT52	HPT52	HPT52
236	HPT53	HPT53	HPT53
237	HPT54	HPT54	HPT54
237	HPT58	HPT54	HPT54
238	HPT55	HPT55	HPT55
239	HPT59	HPT59	HPT59
240	HPT60	HPT60	HPT60
241	HPT62	HPT62	HPT62
242	HPT63	HPT63	HPT63
243	HPT7	HPT7	HPT7
244	HPT8	HPT8	HPT8
245	HPT9	HPT9	HPT9
246	JU1085	JU1085	JU1085
247	JU1337	JU1337	JU1337
248	JU1341	JU1341	JU1341
249	JU1346	JU1346	JU1346
250	JU1347	JU1347	JU1347
251	JU1348	JU1348	JU1348
252	JU1375	JU1375	JU1375
253	JU1377	JU1377	JU1377
254	JU1378	JU1378	JU1378
255	JU1392	JU1392	JU1392
256	JU1399	JU1399	JU1399
257	JU1424	JU1424	JU1424
258	JU1435	JU1435	JU1435
259	JU1564	JU1564	JU1564
260	JU1637	JU1637	JU1637
261	JU1638	JU1638	JU1638
262	JU1794	JU1794	JU1794
263	JU1795	JU1795	JU1795
264	JU1799	JU1799	JU1799
265	JU1802	JU1802	JU1802
266	JU1814	JU1814	JU1814
266	NIC1306	JU1814	JU1814
267	JU1820	NIC67	NIC67
267	JU1822	NIC67	NIC67
267	JU1827	NIC67	NIC67
267	JU1828	NIC67	NIC67
267	JU1829	NIC67	NIC67
267	JU1830	NIC67	NIC67
267	JU1834	NIC67	NIC67
267	JU2044	NIC67	NIC67
267	NIC100	NIC67	NIC67
267	NIC101	NIC67	NIC67
267	NIC103	NIC67	NIC67
267	NIC106	NIC67	NIC67
267	NIC108	NIC67	NIC67
267	NIC109	NIC67	NIC67
267	NIC1261	NIC67	NIC67
267	NIC1266	NIC67	NIC67
267	NIC1287	NIC67	NIC67
267	NIC1295	NIC67	NIC67
267	NIC1296	NIC67	NIC67
267	NIC1303	NIC67	NIC67
267	NIC1351	NIC67	NIC67
267	NIC1356	NIC67	NIC67
267	NIC1373	NIC67	NIC67
267	NIC1424	NIC67	NIC67
267	NIC1479	NIC67	NIC67
267	NIC1480	NIC67	NIC67
267	NIC1481	NIC67	NIC67
267	NIC1482	NIC67	NIC67
267	NIC1483	NIC67	NIC67
267	NIC1485	NIC67	NIC67
267	NIC18	NIC67	NIC67
267	NIC23	NIC67	NIC67
267	NIC2356	NIC67	NIC67
267	NIC28	NIC67	NIC67
267	NIC29	NIC67	NIC67
267	NIC30	NIC67	NIC67
267	NIC301	NIC67	NIC67
267	NIC303	NIC67	NIC67
267	NIC317	NIC67	NIC67
267	NIC32	NIC67	NIC67
267	NIC323	NIC67	NIC67
267	NIC341	NIC67	NIC67
267	NIC358	NIC67	NIC67
267	NIC36	NIC67	NIC67
267	NIC362	NIC67	NIC67
267	NIC367	NIC67	NIC67
267	NIC37	NIC67	NIC67
267	NIC377	NIC67	NIC67
267	NIC38	NIC67	NIC67
267	NIC399	NIC67	NIC67
267	NIC40	NIC67	NIC67
267	NIC442	NIC67	NIC67
267	NIC65	NIC67	NIC67
267	NIC66	NIC67	NIC67
267	NIC67	NIC67	NIC67
267	NIC68	NIC67	NIC67
267	NIC69	NIC67	NIC67
267	NIC70	NIC67	NIC67
267	NIC71	NIC67	NIC67
267	NIC72	NIC67	NIC67
267	NIC73	NIC67	NIC67
267	NIC74	NIC67	NIC67
267	NIC75	NIC67	NIC67
267	NIC76	NIC67	NIC67
267	NIC77	NIC67	NIC67
267	NIC78	NIC67	NIC67
267	NIC79	NIC67	NIC67
267	NIC80	NIC67	NIC67
267	NIC81	NIC67	NIC67
267	NIC83	NIC67	NIC67
267	NIC84	NIC67	NIC67
267	NIC86	NIC67	NIC67
267	NIC87	NIC67	NIC67
267	NIC88	NIC67	NIC67
267	NIC89	NIC67	NIC67
267	NIC914	NIC67	NIC67
267	NIC919	NIC67	NIC67
267	NIC93	NIC67	NIC67
267	NIC95	NIC67	NIC67
267	NIC97	NIC67	NIC67
267	NIC973	NIC67	NIC67
267	NIC974	NIC67	NIC67
267	NIC979	NIC67	NIC67
267	NIC98	NIC67	NIC67
267	NIC981	NIC67	NIC67
267	NIC982	NIC67	NIC67
267	NIC998	NIC67	NIC67
268	JU1884	JU1884	JU1884
269	JU1885	JU1885	JU1885
270	JU1907	JU1907	JU1907
271	JU1908	JU1908	JU1908
272	JU1909	JU1909	JU1909
273	JU1912	JU1913	JU1913
273	JU1913	JU1913	JU1913
274	JU2045	NIC61	NIC61
274	NIC61	NIC61	NIC61
274	NIC63	NIC61	NIC61
275	JU2053	JU2053	JU2053
276	JU2054	JU2054	JU2054
277	JU2056	JU2056	JU2056
278	JU2057	JU2057	JU2057
279	JU2160	JU2160	JU2160
280	JU2162	JU2162	JU2162
281	JU2181	QR25	QR25
281	JU2182	QR25	QR25
281	JU2183	QR25	QR25
281	JU2184	QR25	QR25
281	JU2185	QR25	QR25
281	QR24	QR25	QR25
281	QR25	QR25	QR25
282	JU2214	JU2214	JU2214
283	JU2216	JU2216	JU2216
284	JU2457	JU2457	JU2457
285	JU2470	JU2470	JU2470
286	JU2471	NIC1183	NIC1183
286	NIC1131	NIC1183	NIC1183
286	NIC1139	NIC1183	NIC1183
286	NIC1143	NIC1183	NIC1183
286	NIC1182	NIC1183	NIC1183
286	NIC1183	NIC1183	NIC1183
286	NIC1186	NIC1183	NIC1183
287	JU2472	JU2472	JU2472
287	JU2473	JU2472	JU2472
288	JU2507	JU2507	JU2507
289	JU2518	JU2518	JU2518
290	JU2536	JU2536	JU2536
291	JU2618	JU2618	JU2618
292	JU2777	QG2925	QG2925
292	QG2925	QG2925	QG2925
292	QG2926	QG2925	QG2925
293	JU2799	JU2799	JU2799
294	JU2835	JU2836	JU2836
294	JU2836	JU2836	JU2836
295	JU2849	JU2849	JU2849
295	JU2850	JU2849	JU2849
296	JU2861	JU2861	JU2861
297	JU2868	JU2868	JU2868
298	JU2872	JU2872	JU2872
298	JU2873	JU2872	JU2872
299	JU2910	JU2910	JU2910
300	JU3168	JU3168	JU3168
301	JU3171	JU3171	JU3171
302	JU3199	JU3199	JU3199
303	JU3200	JU3200	JU3200
304	JU3201	JU3201	JU3201
305	JU3202	JU3202	JU3202
305	JU3205	JU3202	JU3202
306	JU3203	JU3203	JU3203
307	JU3206	JU3206	JU3206
308	JU3207	JU3207	JU3207
309	JU3237	JU3237	JU3237
310	JU3281	JU3281	JU3281
311	JU3319	JU3319	JU3319
311	JU3323	JU3319	JU3319
312	JU3321	JU3321	JU3321
313	JU3326	JU3326	JU3326
314	JU3327	JU3327	JU3327
315	JU3416	JU3416	JU3416
316	JU356	JU356	JU356
317	JU4042	JU4042	JU4042
318	JU4049	JU4051	JU4051
318	JU4051	JU4051	JU4051
319	JU4058	JU4058	JU4058
320	JU4060	JU4060	JU4060
321	JU4062	JU4062	JU4062
322	JU4064	JU4064	JU4064
323	JU4080	JU4080	JU4080
324	JU4084	JU4084	JU4084
325	JU4097	JU4097	JU4097
326	JU725	JU725	JU725
327	MY2249	MY2716	MY2716
327	MY2269	MY2716	MY2716
327	MY2271	MY2716	MY2716
327	MY2364	MY2716	MY2716
327	MY2716	MY2716	MY2716
327	MY2717	MY2716	MY2716
327	MY2748	MY2716	MY2716
327	MY800	MY2716	MY2716
327	MY801	MY2716	MY2716
328	MY2250	MY539	MY539
328	MY2270	MY539	MY539
328	MY2281	MY539	MY539
328	MY2725	MY539	MY539
328	MY539	MY539	MY539
329	MY681	MY681	MY681
330	NIC1050	NIC1050	NIC1050
330	NIC1053	NIC1050	NIC1050
331	NIC1052	NIC1052	NIC1052
332	NIC1054	NIC1054	NIC1054
333	NIC1055	NIC1055	NIC1055
333	NIC1056	NIC1055	NIC1055
334	NIC1057	NIC1057	NIC1057
335	NIC1058	NIC1058	NIC1058
336	NIC1059	NIC1059	NIC1059
337	NIC1060	NIC1060	NIC1060
338	NIC1061	NIC1062	NIC1062
338	NIC1062	NIC1062	NIC1062
338	NIC1063	NIC1062	NIC1062
338	NIC1065	NIC1062	NIC1062
338	NIC1066	NIC1062	NIC1062
339	NIC1069	NIC1069	NIC1069
340	NIC107	NIC96	NIC96
340	NIC96	NIC96	NIC96
341	NIC1103	NIC1103	NIC1103
342	NIC1104	NIC1104	NIC1104
343	NIC1106	NIC1106	NIC1106
344	NIC1117	NIC1117	NIC1117
344	NIC1118	NIC1117	NIC1117
345	NIC1123	NIC1123	NIC1123
345	NIC1134	NIC1123	NIC1123
345	NIC1189	NIC1123	NIC1123
346	NIC1124	NIC1124	NIC1124
346	NIC1154	NIC1124	NIC1124
346	NIC1158	NIC1124	NIC1124
347	NIC1125	NIC1138	NIC1138
347	NIC1138	NIC1138	NIC1138
348	NIC1135	NIC1135	NIC1135
349	NIC1141	NIC1141	NIC1141
350	NIC115	NIC115	NIC115
351	NIC116	NIC119	NIC119
351	NIC119	NIC119	NIC119
352	NIC117	NIC117	NIC117
353	NIC1185	NIC1190	NIC1190
353	NIC1190	NIC1190	NIC1190
354	NIC1202	NIC1202	NIC1202
354	NIC1203	NIC1202	NIC1202
354	NIC1206	NIC1202	NIC1202
355	NIC1204	NIC1204	NIC1204
356	NIC1205	NIC1205	NIC1205
357	NIC1217	NIC1218	NIC1218
357	NIC1218	NIC1218	NIC1218
357	NIC1219	NIC1218	NIC1218
358	NIC1220	NIC1220	NIC1220
359	NIC1221	NIC1221	NIC1221
360	NIC123	NIC123	NIC123
361	NIC1267	NIC1267	NIC1267
361	NIC1274	NIC1267	NIC1267
361	NIC1394	NIC1267	NIC1267
362	NIC1273	NIC1292	NIC1292
362	NIC1292	NIC1292	NIC1292
363	NIC1279	NIC1407	NIC1407
363	NIC1407	NIC1407	NIC1407
364	NIC1283	NIC1283	NIC1283
365	NIC1288	NIC1288	NIC1288
366	NIC1289	NIC1423	NIC1423
366	NIC1413	NIC1423	NIC1423
366	NIC1414	NIC1423	NIC1423
366	NIC1416	NIC1423	NIC1423
366	NIC1418	NIC1423	NIC1423
366	NIC1423	NIC1423	NIC1423
367	NIC1302	NIC1302	NIC1302
368	NIC1304	NIC1304	NIC1304
369	NIC1308	NIC1308	NIC1308
370	NIC1421	NIC1421	NIC1421
371	NIC1442	NIC1442	NIC1442
372	NIC1491	NIC1491	NIC1491
373	NIC1524	NIC1528	NIC1528
373	NIC1527	NIC1528	NIC1528
373	NIC1528	NIC1528	NIC1528
373	NIC1530	NIC1528	NIC1528
373	NIC1537	NIC1528	NIC1528
374	NIC1525	NIC1525	NIC1525
375	NIC1529	NIC1529	NIC1529
376	NIC1533	NIC1533	NIC1533
377	NIC1535	NIC1535	NIC1535
378	NIC1539	NIC1539	NIC1539
379	NIC1540	NIC1540	NIC1540
380	NIC1552	NIC1688	NIC1688
380	NIC1688	NIC1688	NIC1688
381	NIC1562	NIC1562	NIC1562
382	NIC1589	NIC1589	NIC1589
383	NIC1590	NIC1590	NIC1590
384	NIC1591	NIC1591	NIC1591
385	NIC1593	NIC1593	NIC1593
386	NIC1595	NIC1595	NIC1595
387	NIC1598	NIC1598	NIC1598
388	NIC1602	NIC1602	NIC1602
389	NIC1607	NIC1607	NIC1607
390	NIC1625	NIC1630	NIC1630
390	NIC1626	NIC1630	NIC1630
390	NIC1630	NIC1630	NIC1630
391	NIC1628	NIC1628	NIC1628
392	NIC1631	NIC1631	NIC1631
393	NIC1632	NIC1632	NIC1632
394	NIC1633	NIC1633	NIC1633
395	NIC1634	NIC1635	NIC1635
395	NIC1635	NIC1635	NIC1635
396	NIC1645	NIC1645	NIC1645
397	NIC1660	NIC1660	NIC1660
398	NIC1661	NIC1661	NIC1661
399	NIC1662	NIC1662	NIC1662
400	NIC1663	NIC1663	NIC1663
401	NIC1664	NIC1664	NIC1664
402	NIC1665	NIC1665	NIC1665
403	NIC1666	NIC1666	NIC1666
404	NIC1667	NIC1667	NIC1667
404	NIC1668	NIC1667	NIC1667
404	NIC1669	NIC1667	NIC1667
405	NIC1681	NIC1681	NIC1681
406	NIC1692	NIC1692	NIC1692
407	NIC1693	NIC1693	NIC1693
408	NIC17	NIC17	NIC17
409	NIC187	NIC187	NIC187
410	NIC188	NIC188	NIC188
411	NIC19	NIC19	NIC19
412	NIC191	NIC191	NIC191
413	NIC20	NIC20	NIC20
414	NIC21	NIC21	NIC21
415	NIC22	NIC22	NIC22
416	NIC2358	NIC419	NIC419
416	NIC2359	NIC419	NIC419
416	NIC292	NIC419	NIC419
416	NIC302	NIC419	NIC419
416	NIC368	NIC419	NIC419
416	NIC369	NIC419	NIC419
416	NIC373	NIC419	NIC419
416	NIC419	NIC419	NIC419
417	NIC2369	NIC2369	NIC2369
418	NIC248	NIC248	NIC248
419	NIC250	NIC250	NIC250
420	NIC2521	NIC2527	NIC2527
420	NIC2522	NIC2527	NIC2527
420	NIC2526	NIC2527	NIC2527
420	NIC2527	NIC2527	NIC2527
421	NIC309	NIC309	NIC309
422	NIC325	NIC325	NIC325
423	NIC327	NIC327	NIC327
424	NIC329	NIC329	NIC329
425	NIC330	NIC330	NIC330
426	NIC331	NIC331	NIC331
427	NIC332	NIC332	NIC332
428	NIC333	NIC333	NIC333
429	NIC340	NIC392	NIC392
429	NIC392	NIC392	NIC392
430	NIC343	NIC343	NIC343
431	NIC400	NIC400	NIC400
432	NIC402	NIC402	NIC402
433	NIC504	NIC504	NIC504
434	NIC505	NIC505	NIC505
435	NIC518	NIC518	NIC518
436	NIC519	NIC519	NIC519
437	NIC532	NIC532	NIC532
438	NIC541	NIC541	NIC541
438	NIC553	NIC541	NIC541
438	NIC554	NIC541	NIC541
439	NIC549	NIC549	NIC549
440	NIC552	NIC552	NIC552
441	NIC555	NIC555	NIC555
441	NIC556	NIC555	NIC555
441	NIC557	NIC555	NIC555
441	NIC558	NIC555	NIC555
442	NIC574	NIC574	NIC574
443	NIC576	NIC578	NIC578
443	NIC578	NIC578	NIC578
443	NIC596	NIC578	NIC578
443	NIC597	NIC578	NIC578
443	NIC599	NIC578	NIC578
444	NIC582	NIC583	NIC583
444	NIC583	NIC583	NIC583
444	NIC745	NIC583	NIC583
444	NIC757	NIC583	NIC583
445	NIC590	NIC590	NIC590
446	NIC593	NIC593	NIC593
446	NIC776	NIC593	NIC593
447	NIC60	NIC60	NIC60
447	NIC64	NIC60	NIC60
448	NIC62	NIC62	NIC62
449	NIC758	NIC758	NIC758
450	NIC777	NIC777	NIC777
451	NIC778	NIC828	NIC828
451	NIC828	NIC828	NIC828
452	NIC790	NIC790	NIC790
453	NIC791	NIC791	NIC791
454	NIC792	NIC792	NIC792
455	NIC793	NIC793	NIC793
456	NIC795	NIC795	NIC795
457	NIC796	NIC796	NIC796
458	NIC803	NIC803	NIC803
459	NIC811	NIC811	NIC811
460	NIC814	NIC814	NIC814
461	NIC816	NIC816	NIC816
461	NIC817	NIC816	NIC816
461	NIC818	NIC816	NIC816
462	NIC819	NIC819	NIC819
463	NIC821	NIC821	NIC821
463	NIC829	NIC821	NIC821
464	NIC822	NIC822	NIC822
465	NIC824	NIC824	NIC824
466	NIC825	NIC825	NIC825
467	NIC827	NIC827	NIC827
468	NIC863	NIC863	NIC863
469	NIC864	NIC864	NIC864
470	NIC865	NIC865	NIC865
471	NIC871	NIC871	NIC871
472	NIC883	NIC883	NIC883
472	NIC888	NIC883	NIC883
473	NIC889	NIC889	NIC889
474	NIC893	NIC893	NIC893
475	NIC896	NIC897	NIC897
475	NIC897	NIC897	NIC897
476	NIC899	NIC899	NIC899
477	NIC900	NIC901	NIC901
477	NIC901	NIC901	NIC901
477	NIC902	NIC901	NIC901
478	NIC911	NIC911	NIC911
479	NIC984	NIC984	NIC984
480	NIC985	NIC985	NIC985
481	PB800	PB800	PB800
482	PB826	PB857	PB857
482	PB857	PB857	PB857
482	PB858	PB857	PB857
482	PB859	PB857	PB857
482	QX1414	PB857	PB857
482	QX1545	PB857	PB857
483	PE887	PE887	PE887
484	QG1002	QG2665	QG2665
484	QG1132	QG2665	QG2665
484	QG1134	QG2665	QG2665
484	QG1139	QG2665	QG2665
484	QG1142	QG2665	QG2665
484	QG1144	QG2665	QG2665
484	QG1145	QG2665	QG2665
484	QG1146	QG2665	QG2665
484	QG1148	QG2665	QG2665
484	QG1149	QG2665	QG2665
484	QG1150	QG2665	QG2665
484	QG1151	QG2665	QG2665
484	QG1152	QG2665	QG2665
484	QG1153	QG2665	QG2665
484	QG1154	QG2665	QG2665
484	QG1156	QG2665	QG2665
484	QG2615	QG2665	QG2665
484	QG2616	QG2665	QG2665
484	QG2617	QG2665	QG2665
484	QG2618	QG2665	QG2665
484	QG2623	QG2665	QG2665
484	QG2624	QG2665	QG2665
484	QG2630	QG2665	QG2665
484	QG2631	QG2665	QG2665
484	QG2647	QG2665	QG2665
484	QG2665	QG2665	QG2665
484	QG2666	QG2665	QG2665
484	QG2689	QG2665	QG2665
484	QG2690	QG2665	QG2665
484	QG2692	QG2665	QG2665
484	QG2752	QG2665	QG2665
484	QG723	QG2665	QG2665
484	QG724	QG2665	QG2665
484	QG774	QG2665	QG2665
484	QG775	QG2665	QG2665
484	QG822	QG2665	QG2665
484	QG993	QG2665	QG2665
485	QG1005	QG1005	QG1005
485	QG928	QG1005	QG1005
486	QG1007	QG1007	QG1007
487	QG1100	QG1126	QG1126
487	QG1101	QG1126	QG1126
487	QG1102	QG1126	QG1126
487	QG1103	QG1126	QG1126
487	QG1104	QG1126	QG1126
487	QG1105	QG1126	QG1126
487	QG1106	QG1126	QG1126
487	QG1107	QG1126	QG1126
487	QG1108	QG1126	QG1126
487	QG1109	QG1126	QG1126
487	QG1113	QG1126	QG1126
487	QG1114	QG1126	QG1126
487	QG1120	QG1126	QG1126
487	QG1124	QG1126	QG1126
487	QG1126	QG1126	QG1126
487	QG1128	QG1126	QG1126
487	QG1129	QG1126	QG1126
487	QG1130	QG1126	QG1126
487	QG1131	QG1126	QG1126
487	QG2782	QG1126	QG1126
487	QG2967	QG1126	QG1126
487	QG2968	QG1126	QG1126
487	QG3002	QG1126	QG1126
487	QG3003	QG1126	QG1126
487	QG3012	QG1126	QG1126
487	QG3043	QG1126	QG1126
487	QG3044	QG1126	QG1126
487	QG3045	QG1126	QG1126
487	QG3046	QG1126	QG1126
487	QG744	QG1126	QG1126
487	QG745	QG1126	QG1126
487	QG746	QG1126	QG1126
487	QG854	QG1126	QG1126
487	QG876	QG1126	QG1126
487	QG930	QG1126	QG1126
487	QG932	QG1126	QG1126
487	QG977	QG1126	QG1126
487	QG988	QG1126	QG1126
488	QG1111	QG1111	QG1111
488	QG923	QG1111	QG1111
488	QG938	QG1111	QG1111
489	QG1125	QG888	QG888
489	QG2737	QG888	QG888
489	QG2738	QG888	QG888
489	QG2739	QG888	QG888
489	QG2740	QG888	QG888
489	QG2741	QG888	QG888
489	QG2742	QG888	QG888
489	QG882	QG888	QG888
489	QG883	QG888	QG888
489	QG884	QG888	QG888
489	QG888	QG888	QG888
489	QG889	QG888	QG888
489	QG890	QG888	QG888
489	QG941	QG888	QG888
489	QG944	QG888	QG888
489	QG985	QG888	QG888
490	QG1127	QG2969	QG2969
490	QG2969	QG2969	QG2969
490	QG2970	QG2969	QG2969
490	QG2971	QG2969	QG2969
491	QG1141	QG1141	QG1141
491	QG1143	QG1141	QG1141
492	QG1155	QG1155	QG1155
493	QG128	QG130	QG130
493	QG129	QG130	QG130
493	QG130	QG130	QG130
494	QG132	QG132	QG132
495	QG133	QG133	QG133
496	QG2621	QG2648	QG2648
496	QG2622	QG2648	QG2648
496	QG2648	QG2648	QG2648
496	QG2667	QG2648	QG2648
496	QG2669	QG2648	QG2648
496	QG2677	QG2648	QG2648
496	QG2678	QG2648	QG2648
496	QG2691	QG2648	QG2648
496	QG3015	QG2648	QG2648
496	QG3033	QG2648	QG2648
496	QG3039	QG2648	QG2648
496	QG730	QG2648	QG2648
496	QG756	QG2648	QG2648
496	QG764	QG2648	QG2648
497	QG2639	QG2736	QG2736
497	QG2714	QG2736	QG2736
497	QG2728	QG2736	QG2736
497	QG2729	QG2736	QG2736
497	QG2730	QG2736	QG2736
497	QG2731	QG2736	QG2736
497	QG2734	QG2736	QG2736
497	QG2735	QG2736	QG2736
497	QG2736	QG2736	QG2736
497	QG2777	QG2736	QG2736
497	QG2784	QG2736	QG2736
498	QG2640	QG2659	QG2659
498	QG2659	QG2659	QG2659
499	QG2641	QG2641	QG2641
500	QG2649	QG2663	QG2663
500	QG2658	QG2663	QG2663
500	QG2660	QG2663	QG2663
500	QG2663	QG2663	QG2663
500	QG2664	QG2663	QG2663
500	QG2668	QG2663	QG2663
500	QG2673	QG2663	QG2663
500	QG2682	QG2663	QG2663
500	QG2686	QG2663	QG2663
500	QG2694	QG2663	QG2663
500	QG2695	QG2663	QG2663
501	QG2657	QG2683	QG2683
501	QG2674	QG2683	QG2683
501	QG2683	QG2683	QG2683
502	QG2671	QG739	QG739
502	QG2693	QG739	QG739
502	QG739	QG739	QG739
502	QG870	QG739	QG739
502	QG872	QG739	QG739
503	QG2684	QG784	QG784
503	QG2685	QG784	QG784
503	QG725	QG784	QG784
503	QG777	QG784	QG784
503	QG782	QG784	QG784
503	QG784	QG784	QG784
503	QG810	QG784	QG784
503	QG832	QG784	QG784
503	QG934	QG784	QG784
503	QG979	QG784	QG784
504	QG2717	QG865	QG865
504	QG2718	QG865	QG865
504	QG2778	QG865	QG865
504	QG2779	QG865	QG865
504	QG2780	QG865	QG865
504	QG2781	QG865	QG865
504	QG731	QG865	QG865
504	QG735	QG865	QG865
504	QG798	QG865	QG865
504	QG814	QG865	QG865
504	QG857	QG865	QG865
504	QG865	QG865	QG865
505	QG2814	QG2814	QG2814
505	QG2815	QG2814	QG2814
506	QG2819	QG2820	QG2820
506	QG2820	QG2820	QG2820
507	QG2848	QG2848	QG2848
508	QG2880	QG2880	QG2880
509	QG2881	QG2881	QG2881
510	QG2882	QG2883	QG2883
510	QG2883	QG2883	QG2883
511	QG2884	QG2884	QG2884
511	QG2885	QG2884	QG2884
512	QG2886	QG2892	QG2892
512	QG2887	QG2892	QG2892
512	QG2888	QG2892	QG2892
512	QG2889	QG2892	QG2892
512	QG2892	QG2892	QG2892
512	QG2894	QG2892	QG2892
512	QG2900	QG2892	QG2892
512	QG2901	QG2892	QG2892
513	QG2890	QG2891	QG2891
513	QG2891	QG2891	QG2891
514	QG2893	QG2893	QG2893
515	QG2895	QG2895	QG2895
516	QG2902	QG2902	QG2902
516	QG2909	QG2902	QG2902
517	QG2903	QG2903	QG2903
518	QG2906	QG2906	QG2906
518	QG2921	QG2906	QG2906
518	QG2922	QG2906	QG2906
519	QG2908	QG2908	QG2908
520	QG2910	QG2910	QG2910
